participant_id,game_title,hours_played,wellbeing_score,life_satisfaction,affect_balance,autonomy,competence,relatedness,intrinsic_motivation,extrinsic_motivation
W0022,Counter-Strike,0.813693043688609,1.8875395815787603,4.808196278546982,4.202116726571579,4.482321887761661,3.6935260279526,4.901088344174575,3.8850211366873277,5.0
W0023,Cyberpunk 2077,11.533062417309381,5.0,3.419980660684247,3.967733186498465,4.548036196048504,3.469149771361356,4.623731101486379,5.0,3.2296523932421066
W0024,Apex Legends,20.043908963215905,5.0,3.4451533894013044,1.3972171492726755,3.7057189499330465,2.525962452223136,1.6153690637838032,2.328112244321193,2.163422183569929
W0025,Hades,15.249081849916138,5.0,4.156126075345729,2.4373199969536987,4.75450294878074,3.867879890526309,5.0,2.102543042165846,3.5559415462611357
W0026,Stardew Valley,2.5173635087117816,4.190518110243557,2.8747552884590517,4.537390720281214,3.3018097748187993,4.798069697428056,3.694071118533976,2.778654926826185,2.13265847806803
W0027,League of Legends,25.40493713680359,4.5949772721974185,4.925710821740797,4.644333689111537,5.0,3.0282230832679193,2.0801667816378693,5.0,4.43504198501712
W0028,Cyberpunk 2077,5.3207037291256984,2.7605276623912998,5.0,4.619168827631968,4.882443648788482,4.126649345555658,3.5661645097234587,3.8178865744229586,3.416267032836377
W0029,Hades,4.409612668249003,4.799479194316867,5.0,3.5044068170902722,5.0,3.5591418704211755,1.0,3.817488599645946,3.5097557670827206
W0030,Counter-Strike,5.214436287792747,4.102145248272727,1.1029107752551361,1.5056820933389279,4.61384845130557,5.0,4.4096172322143765,3.238255063063698,5.0
W0031,The Witcher 3,10.703470452711452,3.247512061232909,3.2014455506530415,2.5686225157529106,5.0,3.235961483229363,3.42120674684673,5.0,2.3952696759080485
W0032,Hades,2.6215574445212466,4.837693629969008,1.0,2.7369413697881217,2.5394617119873955,4.932587049324196,1.8218380812558372,2.795690868123878,2.4473118405876573
W0033,Fall Guys,9.64719961262198,4.88413884330932,2.5051359194736555,4.3916454369997835,5.0,5.0,3.193892751120424,3.660347851705998,4.315881597240017
W0034,League of Legends,14.680255399854806,3.8727306028099195,1.0,3.3068917939417446,5.0,3.5474432754669176,2.609548693339133,3.2817933262347783,2.6514034102465533
W0035,Animal Crossing,27.0203829865504,4.326059096154084,4.085346625031333,5.0,5.0,3.293707062819707,2.6989826534711083,1.3604999219785938,5.0
W0036,Hades,11.685642967383464,2.561939585679727,3.785102526254226,5.0,4.220466352341499,5.0,1.0,3.7739371560722534,4.500645627437729
W0037,Among Us,2.9871936008875535,5.0,2.9376185614762043,5.0,3.7581066238919894,1.8625313027177892,1.2589712119514633,4.234902978108511,2.717230560815293
W0038,The Witcher 3,11.404422341692724,2.721424174358118,2.471507456284608,2.691835706992456,3.0104852247233786,4.516713566923182,3.2784214121000863,3.4469259656836373,1.0
W0039,Valheim,3.8411336848158006,2.953489222304989,3.908241111659771,4.239980333355729,3.101964038132961,2.1096138485950213,3.0375491669840953,4.004897472272869,1.3120833902541984
W0040,Valheim,3.6467974054527295,3.874778774516644,2.1851513072175743,3.1747235021683435,4.074393325444284,5.0,4.963569426539218,4.033111283934472,2.573704120384811
W0041,Terraria,2.925796516112073,5.0,2.0966992508024758,4.06065900005662,2.348562002796168,3.697484386649998,2.71550382986133,4.153671756439354,3.726122829166638
W0042,Fall Guys,1.785809275459286,5.0,1.9368589374848781,2.813824882981644,3.3317813919187005,3.891066291109276,2.8622261524882227,3.1405466551514962,4.63296024079218
W0043,Hades,5.986776670595145,3.7942104537138435,3.2350067900397566,5.0,4.189522050760651,3.130900948770784,2.927664117842704,3.077361474262356,2.917526120586174
W0044,Hades,27.54992652819569,4.727616034704574,2.7430001596074085,2.8343752947757257,4.167203452710211,2.100751284073345,3.3241583838812674,4.351641151154288,2.0444452528681376
W0045,Terraria,76.00777319097197,1.7731298608053248,3.0004905759972282,1.5580370728617927,3.1306062466291698,5.0,3.7280496938335546,2.6763035984163763,3.0170356591247347
W0046,Stardew Valley,5.952274155214257,2.9368160118445363,4.178351362024351,5.0,2.8661366895413627,3.7947309899688486,3.0311413448362368,4.064462465796328,3.226480156443424
W0047,Stardew Valley,26.509283014715358,2.9612594726436785,4.752285586317349,4.186746347524724,3.015487543613983,5.0,4.399710082443406,5.0,4.89642891259786
W0048,Terraria,6.992764094182465,5.0,5.0,2.5239605591400593,3.8791478411951297,3.027781836328518,5.0,4.257294164632797,4.824251449335949
W0049,Stardew Valley,2.25768025996425,4.585584995489609,3.57817807135878,3.5215017734239495,5.0,3.2239670481008815,2.4443785472180712,2.290776588563062,1.8975271701048222
W0050,Minecraft,18.7435189244686,4.0215833310855205,3.951865833331601,3.0654571958114274,5.0,2.9233070623960327,4.148562014241914,4.497800036281628,3.7903193377514954
W0051,Hades,12.321339503345127,4.138082076595248,3.7455002642701882,3.7063155914848838,4.31419440388424,3.7886073289543756,3.6413367447938527,5.0,2.090000101925777
W0052,World of Warcraft,51.224485347061425,5.0,1.3235585915419255,4.583058919506303,4.653890765343702,5.0,5.0,3.425151229034201,2.126717577538753
W0053,Fortnite,2.5062543963241914,3.5957844001921377,3.0193938272375873,4.410357002193994,5.0,5.0,3.884199864068118,3.971151394248203,4.550278167025395
W0054,Among Us,123.52325494623277,2.223119229759152,3.0253723104371373,3.9791019225593653,4.77561865092899,2.1945353996984807,2.582968333474499,3.334542343005574,2.940900286052875
W0055,Minecraft,41.785341276868756,5.0,2.835943326499505,3.7057784246404597,3.7917900265727424,5.0,1.9689247537076562,3.791600177760245,4.031820254946869
W0056,Counter-Strike,9.814577532879264,4.018206844646072,3.4467788727955107,4.886537833280812,3.2544117934284613,4.8193495433453535,4.454685445729074,3.567899051635477,3.8951550528488204
W0057,Minecraft,7.623426857072812,4.944406013798937,3.2146752808213725,1.5819959598294169,3.974725829274462,4.577665391982188,2.082677206621695,4.779235370505641,3.0966690101478695
W0058,World of Warcraft,5.237116800651801,3.7462822311361905,2.217775206897425,2.8761740374135183,5.0,3.1789109998714857,5.0,5.0,3.632884052264796
W0059,Counter-Strike,11.009509235062135,2.793572571555328,3.303666259998831,2.6234708834182157,3.8296088245557587,3.2681076416471013,4.374469762813864,4.362936995121071,3.46500943134322
W0060,Among Us,8.452459466404045,4.283386065299572,2.66923448378946,4.806883550303181,2.99532437086235,4.164480679870721,3.7213928102031426,2.604083163871742,1.7044152773783559
W0061,World of Warcraft,15.838059494518651,3.8122100848897165,1.0,2.886998122753682,2.376552007225677,3.3362048055660676,1.762842954136737,5.0,3.8335232638614434
W0062,Cyberpunk 2077,7.652787840779013,4.0219307394492905,1.6838104035963977,2.285449068480507,3.9789692383217883,5.0,4.545452400357834,4.941188472918847,2.2822032436767556
W0063,Fortnite,35.639954371719185,5.0,3.6155886235570023,4.304260300728626,3.074357757462158,3.284853188649209,5.0,5.0,1.810176858523795
W0064,Among Us,11.162293293033118,2.4815570271383596,4.9194587084003425,2.7003776609993024,3.663484113623732,1.6638827526060576,3.0048672687040385,4.229901234611976,4.3110364490456705
W0065,Hades,7.915830972458165,4.143102392571179,1.0,3.314200869240807,5.0,2.438251667964543,2.561329727741877,4.556002092143658,2.4312849016841334
W0066,Stardew Valley,25.074663740322478,2.8172039718095876,2.3684908761202452,5.0,4.04615028875306,2.5144439526101614,3.4711638907404834,3.9239915442293904,4.643894568480031
W0067,Cyberpunk 2077,2.3157387076663882,1.0,4.060889984193188,4.565852409403821,3.349539225251222,3.6839823116520076,4.253719180704634,5.0,4.627867673094393
W0068,Fall Guys,13.556816953973287,3.741241773173331,4.6416541028791185,3.467855331843858,4.4087512809918685,4.259279240283189,2.8562931018003797,3.7748563388169107,2.580223645278696
W0069,Among Us,10.206392123345873,3.8372275243997684,2.9538523699511767,3.5667590614613984,5.0,4.06456052401035,4.858877404386011,4.8383118626127235,4.588843224630245
W0070,Fall Guys,2.8017228250754136,4.54822652354091,2.6123829340526097,4.698236344843619,3.979303751592974,4.553090797230425,5.0,5.0,2.6938772655166257
W0071,Counter-Strike,2.143300752357144,3.5389511016992676,5.0,4.429157473115094,1.7444736973480284,3.6972639711391833,4.062344236925107,5.0,3.1110933099315874
W0072,Cyberpunk 2077,24.762006998953552,2.0131995738512334,4.534920517798139,3.783159438396031,4.750076576525979,3.739711606311236,3.1450194557743436,5.0,3.8419218009096436
W0073,Fortnite,23.724579521271902,2.8130821072941643,4.6162039174988205,3.813915936463367,4.446430060926836,5.0,4.216005284788477,3.1740413440242565,5.0
W0074,Hades,11.64995813765505,5.0,2.891516796762031,2.072166671518231,4.190122355495726,5.0,5.0,5.0,4.42316629004037
W0075,Terraria,46.75831022725627,2.7960464848512423,4.947802508988782,1.8409883949241697,3.8808227413390317,4.489960578285477,3.8234912799728233,5.0,3.1248735808800983
W0076,Hades,14.83325120393138,5.0,1.0,3.505495496649145,3.2927278251152177,5.0,4.279133043544482,4.6361526119724745,3.334293063019991
W0077,World of Warcraft,30.71726233072938,5.0,4.970599119156717,3.003386296119241,5.0,1.688541801407562,4.5866726642392095,4.762964433725363,1.1419408374652673
W0078,Hades,14.560205089200423,3.4186632747967165,3.4135082005255435,4.3446869377744,2.261690665290952,3.012953657301471,2.374375801804265,4.1257711160389405,4.506241951171479
W0079,Animal Crossing,7.781673290450739,2.925105004276761,3.6676144486221594,3.916897718186189,3.7910389191882605,3.4813557831934356,4.242769877973452,3.7867159501667533,4.36653776941642
W0080,Apex Legends,3.850572635411313,5.0,2.2711715444992797,2.8499481671561826,3.7676598284141267,3.027080845577195,1.7212716741538814,3.894644266628288,3.568539998281891
W0081,Terraria,5.794489447038424,3.510906505887656,1.141765747459404,3.8795183054459934,4.953441802397193,2.1451152294297673,2.67819640666406,5.0,4.133082981657953
W0082,Minecraft,7.913656642052242,1.9452198323600498,3.64001539212925,3.2399439358895847,5.0,4.504652563078948,5.0,4.389157032414888,1.0
W0083,Stardew Valley,34.01623096046077,4.47477994474791,4.216812914468816,5.0,3.873266189972507,5.0,4.819449329435073,4.609889673641542,1.7937046983647882
W0084,The Witcher 3,19.94398517075281,4.3007161374298235,4.413500100264395,4.124866528859253,4.292965852268686,3.984628332400772,3.2217479856746274,4.366156173519915,5.0
W0085,Fortnite,13.427262585380742,5.0,4.273212174571962,1.9833323142637784,4.3779868144772385,4.777818454760784,5.0,3.565282576569209,2.8649544678379457
W0086,Cyberpunk 2077,21.823970213460065,4.2195139992323565,3.978610203569495,5.0,5.0,3.9489592552149233,1.7657338874398707,1.938496974616497,4.184662857671521
W0087,Apex Legends,16.03293981089276,3.141023627545139,2.299077632949152,3.003536095647025,5.0,3.4700334283879126,3.3128772298602924,5.0,2.229368569845606
W0088,Fortnite,12.625819071356615,5.0,4.497718894276042,2.627789310141814,3.5615864555010686,5.0,3.9851460050374015,5.0,2.625182035055193
W0089,Cyberpunk 2077,2.5888313007531263,5.0,2.1536909482820725,5.0,4.537901401436311,2.2861708710309108,1.0,4.287398524411887,5.0
W0090,Stardew Valley,27.80572168636059,4.0798471567822485,4.939183506884675,4.080420323575121,4.483251792472863,1.7639167048653213,3.379272395733466,3.100738519956566,2.9953126353176773
W0091,League of Legends,6.6017801821152835,3.8723862974395664,3.390823570551975,4.470842607926034,3.9840900531501307,2.2692402137074943,2.0257024734803633,5.0,3.8806280968994527
W0092,League of Legends,26.567435855387913,2.2120747722738736,3.434078014174871,4.506366127459366,4.473781734032159,5.0,2.057568111988841,3.924732905048036,3.3695925289470354
W0093,Fall Guys,28.982414872650118,3.0709683891842285,4.625704603796633,3.473411312138416,4.120187761876225,4.104653328263304,3.218878161882199,4.573076651762857,3.520342325059403
W0094,Fortnite,5.457357650381525,4.712923570351224,4.801909213194381,3.070354202795048,4.257890599114486,4.451845575096144,1.0440782815785576,3.5265368370791617,3.4758953542912123
W0095,League of Legends,23.447044961957438,3.131263639564759,4.50183028263518,3.249816799568486,2.7439936882875005,5.0,2.468856303016641,2.81530950004045,1.0
W0096,Animal Crossing,7.207421569415532,2.0517945567280127,2.433404795577631,5.0,3.1820386279313704,2.603992390538618,1.0768047015926836,4.948596256516345,3.8201856267857393
W0097,Terraria,7.246154433071807,5.0,4.491470415570118,3.9241663085274894,4.917755509573191,5.0,3.773301865489625,2.649110579792466,2.5010817858683354
W0098,Cyberpunk 2077,12.575191080319497,2.043912849887974,2.4407735070384176,5.0,2.8894121231808807,3.5244107030216454,3.7460861245216543,4.551942270836179,5.0
W0099,Fall Guys,12.884503758576447,5.0,4.524271822245957,3.6159103600486517,4.570109209195693,3.341966949703914,3.1120328399568624,4.5551375382557815,2.1955676832001227
W0100,Hades,10.326324007685498,3.4310918664820877,1.647287845119056,2.869078064921881,4.018574018974548,4.097464452701924,4.995023229404001,3.06826047488181,2.586918240427595
W0101,Cyberpunk 2077,3.001585911032548,3.69852440102743,3.378215919480126,2.1135618787451405,5.0,4.285283506815834,3.185372380868309,2.873941279018998,5.0
W0102,Fall Guys,8.94145228933964,2.9932660733748815,2.4328415186426273,4.412803503669444,4.748800542096685,3.747349432512112,3.567687291967811,3.452520725537185,4.140426337986279
W0103,Stardew Valley,77.52735605024667,4.73940459768547,4.630916348182433,5.0,3.6467208295431646,4.732377161273958,2.33159894568714,3.6096834287284176,1.921555290176376
W0104,Fortnite,0.8141555760103932,2.0722709442678986,4.949716806315718,2.7254296909288493,3.87675165212845,4.102291692173292,1.0,2.6172920740216195,3.4293345071839285
W0105,Stardew Valley,21.818678092813858,1.5916051565189937,3.7586954679295124,4.264709825501822,2.1144621854399146,3.7608020598970477,3.396524402299208,3.062344672881288,1.613487628966692
W0106,Terraria,25.826792963249275,5.0,3.71594188711925,2.1868227127511743,3.969601884807271,3.500459037064263,3.213672435504033,4.3834956162067344,3.5348627023720405
W0107,Terraria,2.9372890162705323,2.8352331214316266,4.415430259225476,3.08873365523192,2.8298512573958092,4.286015758861179,5.0,5.0,2.154308024528996
W0108,Apex Legends,6.537174104205908,4.695305743447621,4.957449343933853,3.9947304639120023,3.8812936419914434,2.3720106070646736,4.534424433576507,5.0,5.0
W0109,Stardew Valley,4.05258341437087,2.4974527077245403,3.54850452706081,1.7988765057625578,3.46208176604413,2.7106434040240144,3.0216304327331787,4.4765717399637595,3.7471498161112287
W0110,World of Warcraft,52.908755712417864,4.650105251473498,2.8504220775676252,3.6801744219976795,3.2233707981105186,3.5590599169645825,3.7983282346349863,5.0,3.885817838572277
W0111,Hades,26.91604938482048,5.0,4.341447732372634,2.77962947924114,5.0,4.653850071627507,4.869825149137515,5.0,4.434676724938655
W0112,Among Us,28.11442632698399,3.16745433750186,1.0836544175782272,4.3652351483121015,2.823789102992946,5.0,4.323457037785813,3.9645220629918123,4.580110091359844
W0113,Stardew Valley,11.118189973377394,1.4798706718568226,4.682547001426474,3.5180592936311172,3.136934886588154,3.8088092369396764,5.0,4.583685422820491,2.30420908547677
W0114,Apex Legends,32.48838870144976,5.0,2.5767569657257745,4.733382921414342,3.40178895660992,1.8709224503970847,2.4948450130916955,5.0,3.3234593581724723
W0115,Counter-Strike,9.900518105342252,4.911493185829869,3.1877037738458163,3.3924418845807036,3.618881941129408,3.051702988441241,4.965047889735251,5.0,2.620877165966385
W0116,Animal Crossing,33.8941307266417,3.23171451947443,4.690866720053805,2.2013825281875397,3.2232214885284556,4.790670219510677,3.007978730532254,5.0,5.0
W0117,Cyberpunk 2077,8.72483204720324,3.5384575360776247,2.9598376286934016,2.0643439108601083,3.7408515076937072,2.8356614692612627,3.871063092673782,3.1702881891854773,1.0
W0118,Terraria,5.412344022816081,2.4672173645003763,4.341631542147244,1.6000895460862337,4.402154316818864,2.433105690545867,2.819252207317559,5.0,2.4523569782168795
W0119,Counter-Strike,50.89960889314423,5.0,4.980581380296739,4.396253615870989,4.769858758028965,4.7844026819368946,3.4011885577807823,5.0,3.096050160360316
W0120,Apex Legends,9.788772987128404,3.1583412706272256,3.6430430170617574,5.0,4.721307957410252,4.557856073071496,3.8961868843905374,5.0,3.378016676633446
W0121,Fall Guys,4.441890537629345,2.0975497549430315,3.9048826025721253,4.178761950903644,2.191797421668935,2.2329511086918443,4.430554989988933,3.1059257452178475,3.3514744415259283
W0122,Among Us,4.398789952291793,4.056375057814965,3.344733363873165,5.0,4.4801958935114365,2.926007985453183,3.685899997928254,2.829326063000053,3.140002579085192
W0123,Hades,4.410901958498607,2.767983966105752,3.6502773961828363,4.946930619867922,4.541898492713126,5.0,1.0,4.811748250962951,2.988856619253716
W0124,Hades,21.327516979378032,2.56398250896427,2.048673786064958,3.1298303891385055,3.4376008562888236,5.0,3.4922717383806146,5.0,3.513686059130002
W0125,Hades,9.125050289754176,3.283880955485665,3.1181404874745025,5.0,5.0,2.5631541810385867,5.0,4.5487847829685615,3.799953899363654
W0126,Animal Crossing,78.89856802103846,3.903626378600445,1.8253327109227246,3.1735678393362337,5.0,1.6133327741058578,3.4811794849428708,4.041524384629127,5.0
W0127,Among Us,29.007672503826523,2.1426682929023038,2.3316026081143817,3.195421343507805,3.9169756168589553,4.322221499033046,5.0,4.200792100083032,5.0
W0128,Animal Crossing,12.571399049495795,5.0,1.0,3.470548441470059,3.5040316947317667,3.6447184057135242,3.431724558026263,5.0,3.591295918134145
W0129,Terraria,35.28675874087621,4.612591654478945,3.8431065995563527,3.522682175440157,5.0,4.218090276072486,1.3992260108805432,3.9462316623161566,2.5560507370559167
W0130,Animal Crossing,6.385586857587512,3.3615644110727225,5.0,4.427506409504763,4.080986262140545,4.7615943326127255,2.9938632155093376,4.829050122406621,2.646996560849826
W0131,The Witcher 3,1.8789117939661277,2.7159878164436027,2.9070625443172577,2.962024590520114,4.185037057660407,2.8524766991247734,2.8181928404162204,4.1566005885539274,1.4916808347313768
W0132,Among Us,4.093397247678676,3.6929294565000026,4.754673667744093,4.678013056441275,4.172456597125849,3.4814253680969216,3.278653712731249,3.3228282157624993,4.439204765460796
W0133,World of Warcraft,11.38716730591281,4.879322048906866,4.963400660821991,4.6622184913346185,5.0,2.9211297715530415,1.940554180636839,3.236639772751239,3.1418449171707947
W0134,Among Us,8.163823905222316,4.693500832639614,1.9411215953472483,4.0772598856889335,3.88348473589296,2.964117960423412,3.5876499463355844,4.87784024560896,3.768440069849288
W0135,Apex Legends,20.94654778864648,5.0,2.221067907001931,5.0,4.076358023201183,4.677711031989316,3.140436223066427,1.324056004255397,3.633871512336525
W0136,The Witcher 3,8.91600161617899,3.2235470108236135,4.788037514857869,5.0,3.26893733700114,4.172882297613298,5.0,4.827189007210862,2.293093465957658
W0137,Hades,19.55500479406674,1.0,3.379956228110592,4.876702219220512,3.71050055773636,2.124469875867116,1.9056680293236554,4.11231804652539,2.1325932095681592
W0138,Apex Legends,38.50832560931876,5.0,1.8219744740042296,3.772768711997577,3.0686078057135013,4.8701243702998145,3.9439361612885073,5.0,2.611213759134233
W0139,Apex Legends,8.89130412462411,3.5993646283131775,2.6720825369928107,4.086942751595759,3.2892667469668777,3.5799159105061604,4.175439371664419,4.961610617822157,3.83144422483603
W0140,Terraria,16.438575867971885,4.599399278565994,4.045558318255685,4.2761880993965296,2.2900483421922693,4.9253984881935065,4.684973244610661,4.349083018380713,3.095022828296355
W0141,Valheim,2.0558550486584384,5.0,2.4678823236637157,3.714565510880366,4.981524570978768,2.782314344864515,3.0909769724542,3.125898930914795,1.0
W0142,Minecraft,8.921779472542935,5.0,1.0,3.2868735936606823,4.256746337585913,2.8891743775628433,3.909121392429551,3.1854407348572646,1.8686101594601559
W0143,The Witcher 3,3.29115210322538,3.020214226231015,3.0813828696298127,1.053715982836057,4.33910929228082,4.302054757728001,4.094589375624795,3.590538441860067,2.8524166026290025
W0144,Apex Legends,11.366882678522924,3.9607518885987734,3.186708847988245,4.489541950037306,4.047561693467131,2.68424789419639,1.2922906793079139,5.0,3.1604665210399934
W0145,Minecraft,12.334494658085545,5.0,3.5119943643876255,4.84559193857169,4.171766017517342,3.6701425951098803,3.1412191719623483,5.0,3.870123175754498
W0146,Minecraft,12.297656578116921,2.786865177772405,5.0,2.4227692582274805,5.0,2.547911845168871,3.554268910586215,4.662880280273143,3.2510392597396875
W0147,The Witcher 3,6.474618385091326,3.1014660874514863,3.5695796372687587,4.365685514692541,3.331227208165259,3.5303563203140196,3.718409508164439,3.651859167421693,2.7284739990962503
W0148,Valheim,78.9347826589068,3.09435370584935,3.8158185607534194,3.0493206538507236,4.3783567982791824,3.961774921834123,3.7012745892136634,3.766473445615994,2.683787774948863
W0149,Counter-Strike,3.186045968045967,3.766291623910373,4.872198065744245,3.2968178993522197,4.372991142825009,4.01830952188091,4.212529809231151,3.8170903934317844,3.4619013069966065
W0150,Fall Guys,3.015509353027206,3.5358515836520357,3.5134472205864906,5.0,5.0,3.5623032744803815,5.0,5.0,3.7434636589478023
W0151,World of Warcraft,44.23341673504677,3.0874456132924104,5.0,2.610302170764585,4.538654812553751,4.400020360381766,2.7663999967570194,3.795555435433358,2.771256518345931
W0152,Fall Guys,5.291748827617961,2.6410911012724885,1.8571792178272974,2.608637432437458,4.58891884482735,4.177358854614446,4.133640481574537,4.251944490728891,1.7989976841775315
W0153,Among Us,4.262169833602539,4.77432839407435,2.2856079729598022,5.0,2.841730429460143,3.892760003515836,5.0,5.0,3.0718129693050704
W0154,Hades,79.25105365108209,5.0,4.2981459307520575,3.5398876316099783,3.291097648295018,3.248979360746675,1.0819059320542128,3.675774539403161,2.3551799470423376
W0155,World of Warcraft,24.219314753627724,5.0,5.0,5.0,2.933111595936407,5.0,3.9753835116697545,4.912766629233041,3.573854389163412
W0156,Among Us,5.841466665578481,3.222711731138619,3.2389665040707882,1.941426851988172,1.6241282025119443,4.463544649879113,1.2474689709116022,5.0,5.0
W0157,Apex Legends,12.130914541475022,4.824469606708733,2.1861924779737727,2.0295364034500616,4.497199336107637,2.756669363329605,5.0,4.369786172902952,1.4429664660010446
W0158,Hades,57.4712117002116,4.083591083273331,5.0,2.6957610328637367,3.8383711600919868,4.778660650828591,4.330871028017034,5.0,4.6959057057054805
W0159,Cyberpunk 2077,18.58692939238803,3.1151943816640095,2.4699204367543963,3.1703931458140424,4.499071688579693,5.0,4.141926920926104,5.0,3.8097514714817047
W0160,The Witcher 3,31.738600122223158,4.681061862449835,3.9407707864728723,2.156384743681577,4.1354892805355,3.902122288849387,1.0,4.589406791300228,4.633692923953608
W0161,World of Warcraft,20.58006442485488,3.0600739351454034,5.0,4.106226124072999,4.340436315203609,3.9818952087104726,2.8937114527613303,3.4158014556981384,2.633532275499413
W0162,World of Warcraft,23.03991188439113,3.3485880766619736,2.9259132095526725,4.17805358552246,5.0,1.5293551847401443,2.9002855179953184,3.467785526757441,1.3201639718722609
W0163,Stardew Valley,10.33739110503403,2.1479243569956443,2.6912338115662715,2.712042834377609,4.107295089275953,2.9878707080119304,5.0,4.5339053099324085,3.433604499332192
W0164,Apex Legends,10.076577095124746,3.242934683080129,2.780205935361437,2.799541430670118,4.768989218103826,5.0,4.620881731598072,3.1009663960485314,5.0
W0165,Counter-Strike,12.684050611005118,4.104633450817501,4.672016633547194,2.9445404227632825,3.7977563139659236,3.060852162156952,1.2859026236172881,4.595836159024198,1.8213218983136605
W0166,Minecraft,19.317424775476965,5.0,4.878192016763458,2.4186256212176547,4.924788120012258,3.80818969338235,4.257303153292753,5.0,2.0165941593145145
W0167,Hades,7.729283873033649,3.375805464557976,3.5438430092907653,1.0,2.860362345280219,2.96965584392108,1.495934002998871,4.368735445659664,3.9633582967706222
W0168,Apex Legends,11.132274934730086,2.5541970234956795,5.0,3.606455663240648,2.2624437985000467,4.276978701798076,1.3189335092979917,4.279157450733682,2.5341310439452935
W0169,League of Legends,7.543520219184115,5.0,3.541556527051166,3.226518538028926,5.0,4.47249106617147,4.234790917171007,5.0,5.0
W0170,Valheim,11.068645038265096,3.1945370754989386,5.0,3.3390395706907694,5.0,4.504569594082219,4.6426767833810185,4.877319115424324,4.047698414069209
W0171,Minecraft,3.235240609366286,1.701942012630962,2.9383979144737786,2.587016126890351,2.154485503553621,2.6327668484719586,4.2422550260451315,3.036858133733012,2.265009689215121
W0172,The Witcher 3,104.10288825736579,3.9597124821641407,5.0,4.591547249065294,4.063886674023722,4.128042528203864,5.0,3.7992424077776272,2.4659597455953097
W0173,Minecraft,5.156994214004933,3.4102718320649896,5.0,5.0,4.249916343078642,5.0,4.116253550858796,5.0,2.517361922089134
