participant_id,gaming_hours_daily,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,gaming_addiction_score,social_gaming_score,age,gaming_genre_preference
S0057,6.547516907996857,4.09459942968147,3.114859795475219,2.365093689943936,4.591139505184492,2.7017627887815854,2.1897785615110306,2.279512042568453,31,Strategy
S0058,2.9638214546711055,4.4382926603283135,4.373922728803773,1.477792595164779,4.059566083006282,3.984071485168805,1.2869013706078138,3.528596101168757,34,Sports
S0059,3.002468192128997,4.010118858781669,3.3581380388384003,2.1193474391787603,3.3150085250449015,3.0754237769617534,1.3266663072585971,1.9347575886436708,21,Strategy
S0060,1.9213514843102455,3.027144692637289,2.8124153823541627,1.9134908122901806,3.2666631141385505,3.795681765035314,4.911660832962287,4.1264363174228995,21,Strategy
S0061,9.17312814215929,2.8016887336457295,2.774384162719197,3.3988700262842606,3.5852470723419128,2.1797207625341235,2.425733561082071,4.94460936972,39,RPG
S0062,3.043563676292461,2.0933209706937017,4.402489939238938,4.928172430709228,4.229357132999795,1.3724404027692534,2.230443533652952,2.0689977253862812,26,Action
S0063,4.450364794063653,3.5709021186598373,1.699990619830178,2.6218578459730497,4.253806829960838,2.043533440964298,2.077527178165799,1.5395615979607449,30,Sports
S0064,2.6144826140913215,2.595469798930755,1.8499127167049971,2.1478654051694033,3.8424394511674524,4.7552808645983715,2.287178411274726,2.8812965024267525,31,Puzzle
S0065,4.154721034883011,2.7938384883165805,1.3660792749928234,3.3428002631143237,3.424921802878593,4.122083174213506,2.465649335862,1.900770167022733,31,RPG
S0066,0.8408299940603701,4.681536958051406,2.8577935244160697,3.4248710348982634,3.775038354995303,2.100331738201194,2.911503301800689,1.7704446274833816,13,Action
S0067,3.297113449604908,3.072122123785391,4.055385389529673,4.589680387016978,3.5368357889618647,2.803886735117824,1.0848038734120267,2.481631952467579,18,Sports
S0068,1.950419062565881,2.3356222499323795,1.0,2.8922822566191897,2.7227225033746087,1.8697005883598148,1.457357098034803,2.5135002444992445,34,Action
S0069,7.506172280942182,3.8683392452580527,1.836837242248072,4.963702972110593,2.891223094918725,4.747187040998657,3.9647162516813825,3.6319263739169996,18,Sports
S0070,5.171105000175113,3.7183519260178657,1.7487835752806185,3.1192505689239254,3.5761292688288178,2.4404411759944717,1.0,2.844415487339951,27,Puzzle
S0071,2.4691666917894155,3.3342701199301485,2.368087783527582,2.2405055336110777,4.266575149054096,2.4351421701216327,1.027104780549508,2.6903876627831105,24,Strategy
S0072,1.8098493340706414,2.844774061049423,3.027906019674565,2.212145660035685,2.9441319901270475,1.2349545820559809,1.8343597553719766,3.4015288076656605,22,RPG
S0073,1.5522150463830489,3.1292924349469486,3.4237682191856287,2.062006070748878,4.394012807466597,4.3494837334872525,1.0,2.1107009749447383,18,Puzzle
S0074,4.451229588952785,3.0770003544740185,3.1753418439674075,3.380353878138976,2.7272381348433,5.0,3.9203986429189,2.7232072973791084,27,Strategy
S0075,1.8497401153810344,3.414516852949906,2.142434156691183,1.4481376367069057,4.6543814671909125,2.222875347475542,2.3419341633599373,3.9503242622924173,20,Sports
S0076,9.887108182945719,3.1700599266924785,3.4107729785816816,4.247751851760741,3.0803372321468947,1.141211138372821,1.0,1.655958989082259,30,Strategy
S0077,1.4387780492769056,3.1781068941465205,4.224760890127456,4.799478388130504,4.215044522731928,1.4856676295503455,2.6134682849395876,1.9906968638729121,13,Sports
S0078,1.8911666433327305,4.131605701651995,2.5467541313333513,2.658156165483486,2.997855733993427,3.148988802903658,3.601800335766731,1.5527846857997667,16,RPG
S0079,1.4804856899656513,3.410766219929463,3.603571075637942,1.814150205850221,3.231726622490701,4.7733629927026655,3.5114322456472937,3.5639266763032524,18,Strategy
S0080,1.0819700513428052,2.9935469323805717,3.7725400532076923,2.560412997869638,2.737969090687902,3.9010433290242132,1.0,1.0,30,Action
S0081,3.948703642748272,3.2882926340905048,3.5994788950190353,4.0043618735488895,2.9481966588727504,2.1223310575641077,1.2958031816328102,3.4447547221506865,17,Action
S0082,1.7035069864127508,3.136180058671727,3.8097690597167224,2.9424694896107173,3.708756016431367,3.117433275047241,3.091196116851165,4.689871403727199,21,RPG
S0083,6.75559028937168,1.7436764244962932,3.543839214418677,3.5360180741644553,2.4202117028188486,2.9171337120285856,1.4610611282167745,2.2758169891146016,13,RPG
S0084,3.071709299326325,3.2778041701341816,2.4279091879832766,3.3961472741361045,3.521029759766439,4.299500364394046,1.1343187361138245,3.167609568413521,28,Strategy
S0085,0.7962438330982093,4.361861499963688,3.5668575311140036,1.4602682701471428,5.0,4.083321792600005,2.78926426954846,2.410226802676415,24,Puzzle
S0086,1.6397344901411353,3.1879583951366266,3.1075744284230487,3.5897768327978348,4.277690680256193,2.6092692815398117,4.98555895564818,2.629972140690694,30,RPG
S0087,2.88626059514265,2.501236474557984,4.250705687211689,4.480569885911079,3.9879903377594776,3.0487313541358727,1.5831183863160652,2.0346329655590045,35,Strategy
S0088,7.111495062884441,3.2532331028961954,3.6167270860976837,2.3402936094619613,3.434226077725789,2.8651768353175457,3.4596547855955224,4.997796421344312,35,Sports
S0089,2.067859369761063,3.1476981082683024,5.0,3.6009782530422867,4.584576762397677,1.791106126702478,2.4755935321320957,3.1578346006882323,25,Sports
S0090,2.374573779923381,4.262220649883557,3.2535633484888646,2.302895755706031,3.691096319078868,1.0,3.300573660846509,2.891579988331047,13,Sports
S0091,1.0110539834447199,3.127400415133441,3.9508509490182826,1.7262894287339428,4.844687073559998,1.786069096104229,3.2567693005994673,2.399640985653398,23,Puzzle
S0092,7.050137545160743,3.0277267064492523,2.8171187772218285,3.830240335530839,4.951193360834117,2.537823136885153,4.464571017422435,4.7382049724506174,26,Puzzle
S0093,0.6185669034485574,4.093320296132227,3.2153851924430796,3.571839129387018,4.505718551813029,4.5853503641663895,1.6309790779941586,1.1887820028827807,32,Sports
S0094,3.5068299628965174,2.824880750468504,2.529277827478023,2.0383320659655295,4.732420537087948,3.177262919427897,2.977519879613875,2.865738516914142,52,RPG
S0095,2.890356484555987,2.7238042166299206,3.9614411200383812,1.4644638754647992,4.374246429352694,1.8907613728271693,2.932777507857153,4.085513590092584,26,Sports
S0096,3.6576802991946518,3.080590132163346,3.5015190833268157,1.767441882324226,4.071937887611485,2.7825771975590525,3.304056986099443,2.3276345172209925,36,Puzzle
S0097,4.567892673086156,4.012821113989501,5.0,3.163199746878253,4.153795706648573,3.592089239651834,1.0,2.8139601725977688,18,Strategy
S0098,6.165825651476162,3.209132802249072,3.0076546018517774,3.3607148491396006,4.8155683589895695,3.9395255646660736,2.241307135129864,2.9506990930025703,21,Sports
S0099,3.0187999351612507,3.4630380945489305,5.0,2.991694202468596,4.0647789297569314,1.49550103620658,2.7842441922285883,4.191950666836111,36,RPG
S0100,0.8804546908771593,3.384355416668303,3.19083353532892,3.1851790499417527,3.031037045786241,1.7771720537176332,2.1571357825173725,2.3131524844221434,14,Action
S0101,8.885860126858923,3.1373989915280043,2.808657845018655,3.816623738256983,2.4740377005095895,3.4541220462317472,3.343935593802595,3.2027572172245677,23,Sports
S0102,1.9121652271293992,3.3518939022036305,3.0635397400304556,3.6135791466974707,3.1531551857329294,3.1924929737075796,2.8146971140228665,4.828939995900357,29,Strategy
S0103,5.559658653116895,4.116354746436489,2.3132684173986875,2.7954409034898196,4.390758384917456,4.8735536679016,2.95346303608981,2.7880499262673264,13,RPG
S0104,2.4039968135226797,3.8381449475573737,3.531521586163637,2.7715839409242005,2.303757021845016,3.143279522479954,3.4829252239894384,3.7943083525003605,13,RPG
S0105,4.998563317757011,2.4274932216099403,2.076474382757201,1.6899735303317898,3.4162548604597296,2.554855543816626,3.752633391493444,2.9321539186512675,16,RPG
S0106,2.8693709548534816,3.9580949822571423,4.437381355590439,4.154759825695246,3.8844753848210685,2.0732131377292298,4.129428504758103,3.0433053236251935,23,RPG
S0107,2.190792595076715,4.297113241589843,4.338843927905078,2.887046169716971,3.524004301330487,3.7552691055017853,3.662338503973224,4.546519771612853,17,Strategy
S0108,5.460122447609066,2.9880606260919853,2.822580548842162,4.65606259090738,3.742080929279255,1.0,2.8649005266256955,4.960614240148502,39,Strategy
S0109,0.509167835194668,3.85880508630542,4.4497368514122515,2.797071801170399,4.001387923295635,3.5410199082385287,1.0,1.8548528825188284,23,RPG
S0110,2.2904803281700454,1.5717479213844185,3.1750377199685067,2.9717819111679202,4.421272275211778,2.8457667022492608,3.068529247347806,3.06872086849604,13,Strategy
S0111,2.9601724041006356,3.538824511434559,2.534275241475515,2.166020012268528,4.296761517349449,2.2928812714553586,5.0,2.1582233637478225,18,Sports
S0112,3.748498977903801,2.855950271522379,4.755661011608663,3.51972944932058,3.3035725470548662,2.2605447535565983,2.684316725190307,3.6608639300481194,29,Puzzle
S0113,1.933108080898032,3.3840976796050217,5.0,4.243391368719071,4.1031403823525014,1.9180841371497885,2.14364387582221,1.4711244251087006,13,RPG
S0114,0.7514301272288106,3.9955887515337385,3.1872379462712352,3.509765668272807,2.8289587534014675,3.027908310072328,3.29729007207703,3.1250758591550873,13,Puzzle
S0115,3.6461772995614194,2.8672735992654594,2.68031157154654,4.772778070069779,4.2494189023204,2.3608623504973743,2.889923891792641,4.921235801764224,32,Puzzle
S0116,1.2642630779519932,3.025541147242249,4.486290109935041,3.1372043103424416,4.694797420844904,3.3313863834060715,1.605588754505594,4.040789509370907,33,Sports
S0117,4.487672739563068,3.759139584899659,3.918924085626103,2.2307868262845503,4.102881950264286,3.897311220263923,1.6504025537253457,1.800634510523898,13,RPG
S0118,3.754443242001757,3.9531979845954464,4.27007895671282,2.8329609558005897,4.421112009126917,3.6897215594468324,3.5565685980789246,4.737889210119447,24,Strategy
S0119,2.843103446573005,4.358028386274973,2.653121354544092,4.26971802234889,4.190485819703852,2.197509485716889,2.990133372317616,1.0,32,Action
S0120,8.4488912349578,5.0,4.171798086603691,3.1147066164268633,3.2719811158689085,2.449745419835225,2.5610660633785867,4.707039358105302,15,RPG
S0121,6.617319147681477,2.015694818661684,3.6269605021026643,3.6748476708406903,4.474228317303752,3.0297977103509828,3.5814683918954664,2.203745191489162,22,RPG
S0122,1.4059362858371052,4.752521954267765,3.8688412500299765,2.806674791420827,4.8373752415390365,3.367885990318798,5.0,3.9450847837080865,30,Strategy
S0123,0.8221858473132521,4.489050078931376,2.348284091234425,3.1519800532978524,2.9305796465009526,2.612105899266664,4.831023584519098,3.476076902695368,21,Action
S0124,7.638466158051276,3.5313091207483756,2.8068612057568627,3.4266016039809806,2.7441312900440678,2.362926354930866,3.2724140474362247,4.0851135873688005,26,Strategy
S0125,14.420338579095217,2.926262427688279,4.34492201934812,2.8164788186684113,4.270894276758239,3.081598317333133,2.9131818298811014,3.739841551294023,23,Puzzle
S0126,1.7364661259259777,4.291846425216003,4.148044210489729,2.5081162223978715,3.785855128332615,1.489934421884887,1.9221145403605469,5.0,16,RPG
S0127,3.562564507604386,4.403365955772186,3.8165157048778546,3.4635691171518683,3.56359504136003,3.4349985188442864,2.9965483763052143,3.006027125887767,23,Strategy
S0128,1.4813635935544565,3.287796148781284,4.06287022769014,4.202042982715906,4.700831175918731,1.0,4.926145011746383,2.200825196284154,38,RPG
S0129,1.817822573541384,5.0,2.412386743348221,1.4567657034673391,3.992522860981273,5.0,3.3194790601889905,2.116296499976926,23,Action
S0130,15.0,2.7144479285725076,3.5249552755637596,1.8124298228536877,4.312773049362749,2.518216181103524,2.0385793060764184,3.624591078150597,14,Action
S0131,3.9359617396301565,2.526616061382785,2.291942228376014,2.1863076453563193,3.937484417340204,3.726470430062122,2.134145570784384,3.069674836187895,24,Action
S0132,3.08908249968942,1.987846758650249,1.1008903034450128,3.108431851165834,4.584715494395948,2.737223153249514,5.0,2.8081299548995933,28,Action
S0133,3.238976881344397,3.0714146255721353,4.0458146727579845,4.259564205887751,5.0,1.8547599662463239,2.0728970931699684,1.6507847590340092,17,Sports
S0134,1.2224108175621085,3.6051146299880585,3.409184164416348,1.2637977932346454,4.607720430182958,3.605444596734357,1.6084504029860356,3.1899974818380747,13,Sports
S0135,3.8166997492289623,5.0,2.6652910544308352,1.4486446345895403,2.9221218879079847,3.8621428352752702,4.849752911835445,4.296217564269869,37,Sports
S0136,10.82944527563734,3.3008068663270316,3.8056690076111495,2.4987194016444647,3.902668753989083,2.135184932901635,2.4594743766479312,2.755839870495846,24,RPG
S0137,8.28577492445474,3.2663885164643554,3.976371243004132,4.832175182595034,5.0,2.2184718178790077,2.3121717145615044,3.048962208410881,13,Puzzle
S0138,2.075733767867293,2.802511136869069,3.4184563118188813,4.294405110319078,3.6381474044277247,3.3532518065835832,1.7553654279215225,3.0268044656380395,20,RPG
S0139,1.5881186275312675,2.680139002627682,4.250950987960849,3.1449599029682114,3.655981869447251,3.3599120710614008,1.9195288017527754,5.0,39,Action
S0140,4.739072506682335,4.017298070242221,5.0,1.58856406361947,3.498077484647504,3.1128970462564434,2.0768474368077583,3.766338985369104,45,RPG
S0141,3.0387422377657316,2.993511292277625,3.5145760639000567,4.541781182634198,4.947943935603795,3.86375047121085,1.0,3.466456517091488,33,Action
S0142,2.7298563913015874,3.453474430464169,1.6519136958469354,2.3670386849214986,4.038460640233415,1.4524024410772107,2.3784615809052903,3.087951400588467,26,Sports
S0143,1.743059332441401,3.6771783997965706,2.2991406327718904,4.880214765649672,4.1301416987346355,2.2590533494371527,3.7768167271985815,1.5994104571716148,13,Puzzle
S0144,5.247652349061358,3.8995786656510307,1.8245503914693342,2.2395969922118537,3.824714370868053,3.8936829028903617,2.372287720392736,4.003821849127139,43,Action
S0145,3.0858222156667727,3.629402294954112,1.0,3.938136267105625,4.76692724434611,1.3720631332763022,2.381490707354409,2.8529668423925383,17,Strategy
S0146,2.880464623873462,3.179068653442351,4.159483621729977,2.615660195460176,3.2667822608625796,1.3659821057305201,1.77818272230915,3.83744245286419,18,Sports
S0147,3.019953995936208,4.264983597779873,4.298480863688855,1.6373365768943016,3.943672757506649,2.1113404511824916,4.731239223161838,2.7730120754648193,15,RPG
S0148,3.9327928861167702,3.9439035264456876,4.0470236729368185,2.6744158332591006,4.164819082182905,2.906068989366818,2.5016407555307407,3.9498113868613327,26,Puzzle
S0149,1.4641816416407494,4.886252706036834,3.9674228812791736,4.003557438031961,4.294661176807834,3.8562929750337123,3.3760317144930463,1.8978077329336316,13,Action
S0150,1.4106752137095055,2.3082262086161345,2.6174372937303585,1.0,3.6419215889663987,4.763324986952356,1.0,2.6757522027579355,34,Action
S0151,0.49554958429786555,1.8561823435210103,1.4610036667951019,2.2197328708735493,5.0,2.1216338496537115,2.658235975912172,3.610167802215358,26,Action
S0152,3.7181223647046187,3.6920306695009435,2.498050699379439,3.6771345567795297,3.3217874632740263,2.308489639823477,1.752867282316471,1.2747737213517125,35,Puzzle
S0153,11.299226446067998,2.8320000122890976,2.051247753428129,3.9457722733036578,2.0196808152804158,2.1030125640081776,1.504505845087807,3.97068906542828,31,Puzzle
S0154,6.118851124192407,2.555212342990626,3.1159719849565874,2.6562990889451292,4.504405135312993,3.850706798380128,2.5463962665837543,3.036422686194299,25,Action
S0155,2.913578356486338,2.529816319085936,3.1010354769061963,3.916164005388156,4.534599009300876,2.4283138104950996,4.8567406845525465,2.762764955683685,13,Puzzle
S0156,1.3360222560524062,2.5558615813364027,3.3324222307212255,4.6906529899563365,4.488618824641685,2.568298595758092,2.1761689361064644,3.8028835379765216,30,Sports
S0157,2.2774292812131773,3.4983884783958956,4.416127853677711,4.2166032168472825,5.0,2.4242756597291297,2.223594308758292,3.021614056019885,23,Strategy
S0158,1.8793289112979268,4.23823863009146,2.593205285356036,3.4641128073129073,2.6193545081580556,2.9534335199583204,1.972305564394514,4.590404809424569,33,RPG
S0159,3.7578609212030094,4.427098321416906,3.1600451899258934,1.0,4.502414304690843,4.27089714850327,3.0797415502730976,2.318175957886181,23,Puzzle
S0160,2.4426747204746504,2.7651576213079148,3.1394387623570257,3.8259762876477312,4.830792907781165,3.6260162112683827,2.6278973501497567,2.6797306033052015,28,Action
S0161,3.9954614120020517,3.7598880013354803,2.9879922349425647,3.4370350521815296,5.0,2.8408376607315136,1.4451372016375617,4.687805958512341,23,Puzzle
S0162,2.200419029071922,3.4225620863369746,4.539281813204645,3.430489955942253,3.0934590017624486,2.1172104517031043,4.23418992672769,3.080551600223372,19,Sports
S0163,1.1347201967163978,2.5223342205132644,3.247113656351292,4.043932721968859,3.163452827507903,1.874725440070332,2.836147875187323,2.8368163691876735,16,Sports
S0164,9.707782775228754,3.235943666640852,2.9160290451033277,2.831023335807607,3.833548910645394,1.4606607314998856,1.6816612179607744,2.64249020751157,30,Puzzle
S0165,1.1428913191601968,4.580352571019214,2.1984927631472595,4.001696480869222,4.849606576348887,2.384133648030706,1.1014842446776187,2.774284644665772,16,Action
S0166,1.2290846132799056,3.285072025800433,2.579524898660992,3.260676260073177,4.155414133951186,3.075642008591355,1.7985434115903471,1.9384712757783678,40,Puzzle
S0167,1.7450054465013067,3.270837515010083,2.0861575558699954,2.9791077161979116,3.0125513854297647,3.0868927496635163,3.2825097483262935,2.3310093053040335,37,Sports
S0168,1.9832071861216582,5.0,3.48282234443248,2.0437415298234365,4.013076119183127,2.7292474651134353,1.0,1.0,28,Sports
S0169,5.097823054292253,4.6856909307891605,1.2467240358644713,1.689489633514776,4.516781365120279,5.0,2.733605123356442,1.9074045188593003,13,Strategy
S0170,3.8674228529572185,4.638521523621215,1.6794157172391933,3.137543882581284,4.055695212892899,3.301638055616735,3.2436304579467055,4.647268860664895,32,Sports
S0171,2.1271516871072924,3.580915378029675,2.5944703703038043,2.865520411965846,3.7778625162212944,2.2035016657025195,1.3311625976122168,3.1514579902615827,16,Sports
S0172,4.192091868623577,4.162713109462563,3.8188672672342947,2.8733801492849627,4.33322821033207,2.3393919614764402,4.100395898401601,2.6540574219698625,19,Strategy
S0173,14.054050366465713,4.041270448585391,4.25265114432532,3.273068086164297,4.5849358190322524,4.03246519527507,2.569838717923248,4.024408047468453,18,Strategy
S0174,3.8832273823766266,4.0923459123263415,3.8256404096459304,4.089895975790355,3.6614463966527295,2.332807426945736,1.0,3.7166807239393838,28,Action
S0175,3.4913848123934184,4.271931571778898,3.4635977791734955,4.024131342751013,2.76303732889704,2.3234059815967543,2.507325581459354,3.0824124626949487,26,Strategy
S0176,4.925557047685648,3.5832302745624856,3.6164608188402396,2.3321613030530757,4.450848217484513,3.835699940784021,2.903788091078527,3.7473274392259386,37,Action
S0177,1.595631923841427,2.196273172111953,3.602286058302003,2.718198391459737,4.409350511890689,3.3600396577150997,3.2293655172958387,3.7159136731990214,20,RPG
S0178,15.0,4.553843084594724,3.8212107515363787,3.2174118670868466,4.1690971200762945,1.258718876979354,3.5725973420954915,1.9793677957257758,32,Sports
S0179,8.686460441020534,4.892206284274515,4.567635994311068,3.2355688887595195,2.9747873684338213,3.885685422794726,1.7806738237565465,3.443454312109295,45,Puzzle
S0180,2.0138196645069812,3.7609910264911397,5.0,2.8096417592234637,3.761984049842355,1.9665869813332117,1.0,3.606117303718922,24,RPG
