participant_id,age,gaming_hours_weekly,gaming_preference,data_source,game_title
A0349,30.0,6.8568257980421,RPG,anxiety,
A0350,21.0,10.270156666861816,RPG,anxiety,
A0351,33.0,15.62271668022387,Strategy,anxiety,
A0352,29.0,39.65769385661178,RPG,anxiety,
A0353,30.0,24.194557194815747,Casual,anxiety,
A0354,14.0,10.719335599134244,Casual,anxiety,
A0355,34.0,11.998564692522844,Casual,anxiety,
A0356,27.0,5.462882103592702,Action,anxiety,
A0357,22.0,12.003394577057914,Strategy,anxiety,
A0358,26.0,9.670433026480556,RPG,anxiety,
A0359,13.0,15.771032137625362,Action,anxiety,
A0360,28.0,6.285310506253551,RPG,anxiety,
A0361,16.0,18.45761848722649,Action,anxiety,
A0362,14.0,41.52065982216749,Action,anxiety,
A0363,13.0,11.167322516225417,Casual,anxiety,
A0364,33.0,16.79984025409448,Casual,anxiety,
A0365,19.0,21.160054727846,Action,anxiety,
A0366,37.0,8.83767313953261,Casual,anxiety,
A0367,20.0,14.5745081488609,Action,anxiety,
A0368,13.0,12.305839682255922,Strategy,anxiety,
A0369,16.0,13.17262587355707,Casual,anxiety,
A0370,34.0,6.563947486160666,Casual,anxiety,
A0371,23.0,12.423727340430949,Casual,anxiety,
A0372,20.0,18.145065182968988,Strategy,anxiety,
A0373,26.0,38.89691284779911,Action,anxiety,
A0374,29.0,26.24345595139321,RPG,anxiety,
A0375,33.0,68.20691590973503,Casual,anxiety,
A0376,36.0,6.593748147243684,Action,anxiety,
A0377,22.0,24.480001266409605,Strategy,anxiety,
A0378,14.0,14.107034936005004,RPG,anxiety,
A0379,21.0,70.23468986338173,Casual,anxiety,
A0380,27.0,6.381233209581627,Strategy,anxiety,
A0381,17.0,6.22281593054116,Strategy,anxiety,
A0382,17.0,7.541988572435245,RPG,anxiety,
A0383,27.0,2.227507885785685,Action,anxiety,
A0384,24.0,7.9996355361068145,Casual,anxiety,
A0385,25.0,6.637224444524377,Casual,anxiety,
A0386,18.0,13.74005142049034,Action,anxiety,
A0387,23.0,16.013062263170912,Action,anxiety,
A0388,17.0,54.64931451569542,Action,anxiety,
A0389,32.0,26.058371270986044,RPG,anxiety,
A0390,33.0,7.678905895365934,RPG,anxiety,
A0391,13.0,5.937381806692197,Casual,anxiety,
A0392,17.0,18.057034596729817,RPG,anxiety,
A0393,13.0,4.23682189186903,Strategy,anxiety,
A0394,19.0,52.729075078622415,Casual,anxiety,
A0395,24.0,31.29793423783976,RPG,anxiety,
A0396,13.0,8.370046820361265,Action,anxiety,
A0397,17.0,3.094085471620008,Strategy,anxiety,
A0398,16.0,35.98484578202713,Action,anxiety,
A0399,26.0,11.115806715757005,Casual,anxiety,
A0400,25.0,32.79424522628621,Action,anxiety,
A0401,19.0,3.402321092478778,RPG,anxiety,
A0402,26.0,7.542094900080809,RPG,anxiety,
A0403,20.0,12.233706374729028,Casual,anxiety,
A0404,22.0,12.64907987041964,Action,anxiety,
A0405,38.0,8.498992463941027,Casual,anxiety,
A0406,35.0,20.051018407978024,Action,anxiety,
A0407,14.0,5.1856938762268925,Strategy,anxiety,
A0408,31.0,10.870975200680226,RPG,anxiety,
A0409,31.0,13.413162559162084,Casual,anxiety,
A0410,15.0,18.385293288937188,Strategy,anxiety,
A0411,31.0,21.526654306253945,Strategy,anxiety,
A0412,37.0,4.954450812032022,Casual,anxiety,
A0413,16.0,3.570510787940973,Casual,anxiety,
A0414,17.0,33.85685390252455,Strategy,anxiety,
A0415,33.0,15.89256213590672,Action,anxiety,
A0416,27.0,6.693994430364193,Strategy,anxiety,
A0417,29.0,42.13680473099575,Casual,anxiety,
A0418,27.0,13.3636683489225,Strategy,anxiety,
A0419,28.0,31.29435554476993,Action,anxiety,
A0420,14.0,12.858624906380594,RPG,anxiety,
A0421,33.0,63.34514967500973,RPG,anxiety,
A0422,34.0,49.61398124524073,Strategy,anxiety,
A0423,23.0,9.982451298111746,Action,anxiety,
A0424,24.0,26.502968902236308,RPG,anxiety,
A0425,13.0,20.415629504118957,Strategy,anxiety,
A0426,29.0,36.412249619055466,Strategy,anxiety,
A0427,29.0,5.629728580776404,Action,anxiety,
A0428,24.0,21.09088945804081,Casual,anxiety,
A0429,33.0,28.409954362598285,Strategy,anxiety,
A0430,22.0,2.983235383882499,Casual,anxiety,
A0431,29.0,4.727484249494403,Casual,anxiety,
A0432,16.0,2.383605501119726,RPG,anxiety,
A0433,24.0,9.820524500972452,Casual,anxiety,
A0434,23.0,21.628973998185643,Action,anxiety,
A0435,26.0,40.523645436221145,RPG,anxiety,
A0436,22.0,12.926452902596113,RPG,anxiety,
A0437,23.0,44.830666998688486,RPG,anxiety,
A0438,31.0,4.038683745946276,Strategy,anxiety,
A0439,21.0,3.118318918739637,Strategy,anxiety,
A0440,13.0,11.652978829915998,Casual,anxiety,
A0441,38.0,16.564342770152564,RPG,anxiety,
A0442,36.0,11.867982187286476,RPG,anxiety,
A0443,14.0,2.330414899005624,Action,anxiety,
A0444,30.0,11.344170145394342,Casual,anxiety,
A0445,20.0,4.290590630609201,Action,anxiety,
A0446,27.0,20.816335500293107,Casual,anxiety,
A0447,27.0,16.334486302129783,Casual,anxiety,
A0448,23.0,5.743657318542383,Strategy,anxiety,
A0449,18.0,8.076078868017214,Strategy,anxiety,
A0450,19.0,5.220687940029779,Action,anxiety,
A0451,17.0,11.586686485125204,Casual,anxiety,
A0452,18.0,26.15692192898388,RPG,anxiety,
A0453,24.0,5.536813545166841,Strategy,anxiety,
A0454,19.0,18.233074269673235,RPG,anxiety,
A0455,30.0,7.970872065330948,Action,anxiety,
A0456,36.0,6.460467826854631,Strategy,anxiety,
A0457,20.0,11.182786898673989,Strategy,anxiety,
A0458,26.0,5.321770996654014,Casual,anxiety,
A0459,28.0,7.823097342345684,Action,anxiety,
A0460,28.0,4.672516006056228,Casual,anxiety,
A0461,25.0,58.66129304394919,Strategy,anxiety,
A0462,30.0,12.531066005891,Action,anxiety,
A0463,28.0,6.960279235648164,Strategy,anxiety,
A0464,15.0,14.457075209283952,Action,anxiety,
A0465,31.0,11.135492840862064,Strategy,anxiety,
A0466,32.0,10.208536891332688,RPG,anxiety,
A0467,18.0,19.912214950591867,RPG,anxiety,
A0468,25.0,22.331677094784364,Casual,anxiety,
A0469,30.0,7.969319304272179,RPG,anxiety,
A0470,23.0,7.685576630976244,Strategy,anxiety,
A0471,33.0,9.776276076666338,Strategy,anxiety,
A0472,43.0,1.9318209745328256,RPG,anxiety,
A0473,18.0,3.624974124604986,Casual,anxiety,
A0474,13.0,36.361096075861305,RPG,anxiety,
A0475,27.0,45.42098263252375,Action,anxiety,
A0476,30.0,9.98187719527868,Action,anxiety,
A0477,23.0,19.32202371485764,Action,anxiety,
A0478,36.0,15.626999003054696,RPG,anxiety,
A0479,14.0,143.0371871945451,RPG,anxiety,
A0480,30.0,29.83433552745937,RPG,anxiety,
A0481,20.0,10.99747748346275,Action,anxiety,
A0482,38.0,5.672146670116243,Casual,anxiety,
A0483,40.0,3.369764780287324,Strategy,anxiety,
A0484,18.0,14.335957744146096,RPG,anxiety,
A0485,20.0,6.65201225593465,Casual,anxiety,
A0486,31.0,3.904762774668882,Strategy,anxiety,
A0487,21.0,7.262627606354026,Strategy,anxiety,
A0488,24.0,5.128235265165957,Strategy,anxiety,
A0489,25.0,46.97959263007205,Casual,anxiety,
A0490,13.0,24.66318893709693,Casual,anxiety,
A0491,24.0,12.105039904884435,Action,anxiety,
A0492,19.0,39.803518428611,Casual,anxiety,
A0493,21.0,12.960349344022095,Casual,anxiety,
A0494,36.0,6.116393582587981,Casual,anxiety,
A0495,14.0,41.20251350162999,Strategy,anxiety,
A0496,31.0,18.74876783794974,RPG,anxiety,
A0497,22.0,5.313246683375657,Action,anxiety,
A0498,22.0,10.461784616678171,RPG,anxiety,
A0499,31.0,6.046656032241986,RPG,anxiety,
A0500,27.0,4.029975172334335,Casual,anxiety,
A0501,29.0,25.557786817491188,Action,anxiety,
A0502,32.0,56.12230417410139,RPG,anxiety,
A0503,22.0,3.979459240899955,RPG,anxiety,
A0504,20.0,19.11312724617665,Action,anxiety,
A0505,16.0,7.239020771555116,Casual,anxiety,
A0506,18.0,8.250713595153561,RPG,anxiety,
A0507,48.0,7.584334428829874,Strategy,anxiety,
A0508,34.0,6.103164360237353,RPG,anxiety,
A0509,14.0,12.664683618348452,Strategy,anxiety,
A0510,14.0,6.266637374476283,Casual,anxiety,
A0511,28.0,15.125248909740971,RPG,anxiety,
A0512,29.0,11.702582131342467,Action,anxiety,
A0513,29.0,10.062760820987236,Action,anxiety,
A0514,22.0,5.894083613178952,RPG,anxiety,
A0515,23.0,7.679718827949694,Casual,anxiety,
A0516,27.0,22.29389737411381,Casual,anxiety,
A0517,25.0,18.187485543994985,Action,anxiety,
A0518,13.0,5.573124254617722,RPG,anxiety,
A0519,23.0,13.190090716042691,Casual,anxiety,
A0520,18.0,22.222597991746223,Action,anxiety,
A0521,26.0,3.204242699044926,Strategy,anxiety,
A0522,48.0,18.81563463799164,RPG,anxiety,
A0523,27.0,7.16996657519987,Strategy,anxiety,
A0524,22.0,19.23014182703894,Strategy,anxiety,
A0525,32.0,6.615349791919759,Casual,anxiety,
A0526,28.0,2.875119732497955,Casual,anxiety,
A0527,28.0,3.3133708328353317,Casual,anxiety,
A0528,29.0,12.660260046832288,RPG,anxiety,
A0529,41.0,14.995917559769396,Strategy,anxiety,
A0530,15.0,5.909414161863921,RPG,anxiety,
A0531,28.0,20.30513819393753,Casual,anxiety,
A0532,17.0,3.2245195105945004,Strategy,anxiety,
A0533,29.0,11.555207036901072,RPG,anxiety,
A0534,17.0,4.623662038734631,RPG,anxiety,
