participant_id,gaming_hours_daily,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,gaming_addiction_score,social_gaming_score,age,gender,aggression_score,gaming_hours_played,gaming_wellbeing_score,gaming_stress_level,gaming_social_connection_score,gaming_achievement_satisfaction
S0017,6.311839650265876,2.740276359007104,4.947232878469921,4.881983745128976,4.751915129820572,3.261184244521869,4.154702053718483,5.0,39,male,40,8.121399285177834,8.536343812219494,2.384068902306084,5.91813019989461,5.712081435009814
S0018,2.767635858554876,3.2533109023769224,3.649786947369529,3.4707314406590646,4.440299621373688,1.0,3.357123136501907,1.9594064174165933,20,male,16,1526.0805031740651,6.477530306982079,3.3685592432776343,5.54015933450204,6.658225796971725
S0019,5.354650284290984,3.969951684872525,2.106195298744697,4.141142463953214,3.241811586984928,1.486371301492681,3.965959930731089,2.6829125503355664,13,male,20,29.94576543895144,6.421551969698443,2.989225819079285,5.613282729533854,6.186417871140651
S0020,1.2880513742542214,2.4472154683218124,2.802961196627776,3.4876662647945107,4.5026028272889125,3.154321598864495,1.9889516101880849,2.463537921577448,13,male,43,1327.7581729256783,6.691527967863653,4.962423158330378,5.906342734174435,4.595460288970096
S0021,1.3055801071948654,3.454124219419777,3.0049263377770403,4.881052216699439,4.514383743519623,4.394009915647413,2.8258434784896127,1.0,26,male,10,8.659616317617846,6.713407645440281,5.147621564399338,2.7829685610677064,6.517408353172869
S0022,3.504017876219562,3.694122738094949,2.3247553206675464,3.2124361139431907,2.370257973705701,3.1393305493347525,3.966250329361749,4.032882179492115,25,male,24,36.24537429778141,6.210352495633717,3.5250291245940586,10.0,6.665297401766973
S0023,2.5881843556919857,3.1231004093354944,3.90374459545528,3.5535075884163296,4.418633479044795,3.532412789593834,2.086280773135594,2.344472142626314,17,male,36,9.161117325405325,3.681348429763279,6.318660080934753,3.7566778954417694,4.382127868950195
S0024,1.1184576070454173,3.0229339597350706,3.469421116223654,5.0,4.018207909827281,2.9111004846758823,2.994486993540302,2.399332728890082,19,male,22,570.0635627980482,5.891645909474915,5.0287498059026365,3.03349646559547,7.476856507189865
S0025,2.142371277390594,4.319737668864988,3.7353464664259137,3.651001908140184,4.7165686207171005,2.323057611187622,2.516308746305568,3.926543076668583,37,male,21,27.76559494786421,4.806828963616144,5.364706446159389,6.518777722766386,7.840197802164325
S0026,6.967339591139526,3.757711113105322,4.168751833796247,4.023552306748607,3.950379136227296,4.14503590540525,2.55710429733279,1.823671927859191,41,female,29,395.52123836756255,3.553873974720114,4.6249594606132405,6.069904949600667,6.843731726841462
S0027,1.8329705043182696,2.7820444434533886,3.0066491700116056,3.255432742558805,2.5283237342291933,1.9427140679576649,3.545323113884172,2.899346719027764,33,male,17,24.853681082000303,9.71104586635919,5.496261934605846,5.743506555389694,8.684754490896976
S0028,3.057589768673297,3.583306700856947,3.57905953068296,2.049602225599408,4.624256495678734,1.7122765734193672,4.265358697928883,1.7070441643156402,22,male,18,27.491850122083942,7.722773188193366,5.877990818726942,7.977907402654035,8.128868041966424
S0029,2.2846441784676865,3.78810303155639,3.423838367002288,1.0909098678259144,4.470987026747015,4.136381618917883,3.889793380651679,3.871180596478464,24,male,15,18.155836229197924,1.7758319087430063,3.7659719768742512,3.0226550430764805,4.409027690729772
S0030,3.43905727706736,3.347158399368898,3.0351533307080767,4.81163045082566,3.5367728664902427,3.467039495912002,4.0969401839501405,4.19755457404916,24,male,18,23.4800613747806,9.655830821169188,5.86600916671151,6.3332540791172525,4.552977698448945
S0031,3.836281938485505,4.137228536869177,2.677226678184941,3.288974485298185,3.6036392739929295,1.966075615570047,1.8250157183291893,2.441131222169418,22,male,18,23.036193621537315,9.823768811021916,4.467705928274433,3.774495062704769,6.250806926188509
S0032,4.544109902826611,3.86451775492433,4.146123535457287,4.487358020245604,4.281205517023844,3.8167104389620894,1.0248402233818514,3.3868873314793198,33,male,19,45.45105171667466,5.089818965511659,2.1615531253109315,7.118514681591558,6.934348900781747
S0033,4.324458407240418,3.780028366389002,3.135261366365683,2.7076385544327057,2.9005402747772666,1.0,1.7164695011008613,1.5455659468744445,15,male,22,25.536908146745034,4.055370902832612,6.986512171081363,5.094644397980658,6.0212831451081845
S0034,5.3529920827690045,2.8672901429830997,3.1893398759454565,4.562684045603785,3.856885270114539,3.574864372426374,3.023818884955072,3.035031942911526,20,female,17,15.199760719340782,5.642737083014373,4.827618779583974,5.450259446361024,4.986360501145734
S0035,4.048483858228964,4.759663336955969,2.9792408169299365,2.1894190676022585,5.0,1.723077255427902,2.175659994414978,3.0836778425784805,27,male,19,10.151764067283535,7.017790604340632,4.436482525087155,3.2064549467648797,5.140618840781864
S0036,3.445083072382068,3.157552846745836,5.0,2.5232628445754943,4.437569832436733,4.056676989073695,2.4125343787615567,2.60689826142605,18,female,25,318.66938796829146,7.4133566835884865,2.272419593034974,7.774317445929183,4.183778740762703
S0037,2.0961901342437512,3.0248508378528034,2.442611450974642,3.448912151740384,2.9244236316619845,2.719952610812747,3.536678334190489,2.998547558764576,31,female,19,158.49867901922573,5.486174496346557,3.845788960429513,5.778850875497594,5.055023139768156
S0038,0.3493845256264385,4.404458506366256,3.8091269103711936,3.708906281111038,3.669050719580884,3.551304554332666,2.5676384899896525,4.307810907410076,13,female,15,302.55713612241175,4.222923522488994,6.5487968675480825,5.718300650682077,5.631152980788364
S0039,2.278206819292813,3.5062927335066405,2.5254768784265047,3.801436957171717,3.890011041921732,2.5762073993485606,2.250314780820305,1.7243677988212018,42,female,31,7.497441401296877,10.0,2.769161724994968,3.548054555112253,4.872721701271859
S0040,1.7215422933504414,2.3400152929005884,3.2455852578114497,3.421774966238239,3.5581842241050943,1.0,3.792431214060064,1.0,22,male,31,21.8611181688915,4.5939289046316025,7.148315277157122,5.351262939124409,6.944144023387389
S0041,1.8363115031570263,4.065414690903266,2.622868248769165,2.9224015100844167,2.7677583435004847,3.340076445504841,2.5923340244409827,2.158616689460042,14,female,25,1113.7003079633278,6.05730448226838,5.550110610251128,6.414528579189199,4.156909805358336
S0042,0.8903195160134018,2.7672420260553303,4.357119519024309,3.697958888269152,3.699795300541366,5.0,2.4145080183817704,2.989115199329698,14,male,19,676.1658597669327,6.576230559795566,3.147548381170779,6.764420093351418,7.474069469753624
S0043,5.081293121077986,2.8061617090646758,1.7303409092279496,2.1497285141196776,3.959730648583135,5.0,3.562157767357302,3.664795984128534,26,male,27,67.00791887971337,8.050297816244115,5.805330019180292,3.9302166484560126,7.733054670755866
S0044,0.8148369874730097,3.550182518557901,3.232583845658288,3.1718164807964,2.6362968136416405,1.1452661586592956,1.3361865049007569,1.543711031504167,38,male,24,107.59678839368084,4.128117410007679,5.825665032005039,4.139109243924725,3.030737851064068
S0045,4.026742309247129,3.55625901715607,4.46172002082255,3.1300238094028754,3.947472993817744,2.8952740161179924,2.2506944307442573,2.84131687209369,22,male,21,10.80642711938816,7.262950713130527,3.4839992077581208,3.35131984225889,4.929793582481578
S0046,2.547891906648712,3.875081130909752,4.27507108172893,4.711755308682759,3.7568908123560014,2.8625575071865623,2.579176695200061,4.584089897876187,13,male,13,92.3252792063176,3.2238607826761734,1.5144714391055838,5.401407531855197,5.346834329534774
S0047,4.065249106490709,2.9363198051090604,2.6882218978329973,3.144277614150425,2.9982488462709185,4.275906974792098,3.7370665679068606,4.212659945950949,30,male,42,376.6848755854055,6.259672267453897,4.213669485304827,5.980948111596014,3.95290049512917
S0048,5.524564116076609,3.1453086894179783,3.1649184518589712,2.2467315919226376,3.845301375094909,2.3695347658262667,2.5037064593228764,3.755013516597362,30,male,23,7.435107550282885,7.1836315174879335,2.3077390737284342,7.866422525730823,7.194041805735808
S0049,12.256244115462428,3.5796212983914866,2.866612613023869,3.50322787300604,3.5383962599854017,2.6582741191326,1.0,1.7460773300347807,16,female,13,26.99076274364565,8.498291058518834,5.5152863234099465,5.88694396370444,5.994077313100723
S0050,7.847850207919536,4.049527613115311,1.7188842921014624,4.552948796117803,3.9935673391289,1.581116656807655,1.0,3.9999832859735194,26,male,15,24.895819444346905,6.8419794097637165,4.186655830919703,5.91006977203901,5.327621157935423
S0051,6.302954682310044,3.401776722297251,3.3580668120784143,2.5314340727375755,3.4638096101435774,2.22432954137716,3.7308374009625247,3.116281973776194,15,female,15,522.909094724562,7.470946783309599,4.703409251366791,3.8815824159753607,7.750613304467618
S0052,8.262575104268926,4.480945556860294,3.10336150063506,3.414383721069925,3.3257479568190704,3.3702048899685826,3.1844995987215494,3.0398564786067443,19,female,14,423.7926227982987,7.162122943637929,2.9982853689676983,4.888240908165664,8.413777881904835
S0053,3.108611934689113,3.101855382849997,1.490066894468104,2.193217155665841,3.79622384796092,3.2908323987802306,1.5645512222281268,2.821621282628147,33,male,16,44.40345377719603,4.3660642361766175,2.616348018769468,7.295726928902067,6.569267935034198
S0054,3.2002555442756475,4.022575113688633,3.328756862414564,1.9628200630409127,4.0963269675583085,2.6357169796529702,1.0271123053697278,2.471249001515831,21,female,14,239.19608952055472,9.204872383511416,2.753532195650818,6.273855658945782,3.944739398277296
S0055,2.1464605528116483,3.705109607092648,1.999516256699017,2.3659589573375484,2.4851724159767152,2.8433714521378923,3.311304425746348,3.1348088786495727,16,female,24,62.24173979255155,7.601542508770908,7.404766631229675,5.704991194928967,3.544560999043336
S0056,3.707893460356401,3.724257356736928,1.934135157119987,4.57867475496823,3.706031339641872,3.683876659743824,4.591949418545033,4.99069843009345,28,female,22,655.331051017933,5.190072561165639,6.26080862223213,5.577818602018711,6.024257134242508
S0057,6.547516907996857,4.09459942968147,3.114859795475219,2.365093689943936,4.591139505184492,2.7017627887815854,2.1897785615110306,2.279512042568453,31,male,25,336.23038122988333,4.413537417603351,3.805879404728311,6.16582938529281,5.199481643695587
S0058,2.963821454671105,4.4382926603283135,4.373922728803773,1.477792595164779,4.059566083006282,3.984071485168805,1.2869013706078138,3.528596101168757,34,male,3,52.9555880969744,6.644569615533815,5.762231045458094,5.956515410476067,5.097923674089796
S0059,3.002468192128997,4.010118858781669,3.3581380388384003,2.1193474391787603,3.315008525044901,3.0754237769617534,1.3266663072585971,1.9347575886436708,21,female,8,176.5236617985522,8.367368011164071,2.452288260788927,7.161441860869056,5.3512517276138825
S0060,1.9213514843102453,3.027144692637289,2.8124153823541627,1.9134908122901808,3.2666631141385505,3.795681765035314,4.911660832962287,4.1264363174229,21,male,17,1731.388758047315,5.744998472842175,4.562277515507711,6.462795670891047,2.8701209037776696
S0061,9.17312814215929,2.801688733645729,2.774384162719197,3.3988700262842606,3.5852470723419128,2.1797207625341235,2.425733561082071,4.94460936972,39,female,8,3.353092862932242,7.132680807478865,4.565246664665005,6.22132439914246,5.809045038785248
S0062,3.043563676292461,2.0933209706937017,4.402489939238938,4.928172430709228,4.229357132999795,1.3724404027692534,2.230443533652952,2.068997725386281,26,female,20,39.217963595724406,4.672948145492823,5.001432097732316,5.798018375440921,7.174513122818934
S0063,4.450364794063653,3.5709021186598373,1.699990619830178,2.6218578459730497,4.253806829960838,2.043533440964298,2.077527178165799,1.5395615979607449,30,male,26,316.6347791165438,6.9555898331713175,6.888674978267154,7.540522257826776,6.355382657238708
S0064,2.614482614091321,2.595469798930755,1.849912716704997,2.1478654051694037,3.842439451167453,4.755280864598372,2.287178411274726,2.8812965024267525,31,male,7,41.38439574552319,7.254103096682496,3.222300801207588,6.745359734937512,5.718462146760277
S0065,4.154721034883011,2.7938384883165805,1.3660792749928234,3.342800263114324,3.424921802878593,4.122083174213506,2.465649335862,1.900770167022733,31,female,14,10.17530175299308,6.165379477009145,4.7753121470964,6.978176024620518,4.072567239185286
S0066,0.8408299940603701,4.681536958051406,2.8577935244160697,3.4248710348982634,3.775038354995303,2.100331738201194,2.911503301800689,1.7704446274833816,13,male,17,8.217036578692733,6.14256200276977,4.4804277997765904,3.5332203285609998,5.851051135075939
S0067,3.297113449604908,3.072122123785391,4.055385389529673,4.589680387016978,3.5368357889618647,2.803886735117824,1.0848038734120269,2.481631952467579,18,male,25,697.5036136029128,7.056622151131833,5.034518728000272,6.829839234432029,3.142019230320436
S0068,1.950419062565881,2.3356222499323795,1.0,2.8922822566191897,2.7227225033746087,1.8697005883598148,1.457357098034803,2.5135002444992445,34,male,27,12.360604723608704,6.280208894012128,3.820621509066364,4.607606726429939,4.567356725350814
S0069,7.506172280942182,3.8683392452580527,1.836837242248072,4.963702972110593,2.891223094918725,4.747187040998657,3.9647162516813834,3.631926373917,18,male,17,42.249926171147216,5.664838501124491,4.945332075400685,3.2564569705488178,10.0
S0070,5.171105000175113,3.7183519260178657,1.7487835752806185,3.1192505689239254,3.5761292688288178,2.440441175994472,1.0,2.844415487339951,27,male,19,6.789459774441087,6.688627561159482,6.5666897845920085,7.106157439990293,5.802952050189861
S0071,2.4691666917894155,3.3342701199301485,2.368087783527582,2.2405055336110777,4.266575149054096,2.4351421701216327,1.027104780549508,2.6903876627831105,24,male,34,5.974675856724721,10.0,4.716690046446317,8.235100767691897,6.452775261826756
S0072,1.8098493340706412,2.844774061049423,3.027906019674565,2.212145660035685,2.9441319901270475,1.2349545820559809,1.8343597553719768,3.4015288076656605,22,male,11,26.717452358675366,7.382020938730749,3.9461893850234313,4.123123675568673,7.351741359333153
S0073,1.5522150463830489,3.1292924349469486,3.4237682191856287,2.062006070748878,4.394012807466597,4.3494837334872525,1.0,2.1107009749447383,18,male,7,391.9772923748317,6.931437734944359,2.216862138796904,4.394276044754902,6.93296985682762
S0074,4.451229588952785,3.0770003544740185,3.1753418439674075,3.380353878138976,2.7272381348433,5.0,3.9203986429189,2.7232072973791084,27,male,10,6.053855775317859,6.897253818942917,3.240678364662581,3.2908895320471223,5.757096269840216
S0075,1.8497401153810344,3.414516852949906,2.142434156691183,1.4481376367069057,4.6543814671909125,2.222875347475542,2.3419341633599373,3.950324262292417,20,male,26,1464.2927994478298,7.692539972196036,5.218568570120073,4.18407069695545,8.050954028527839
S0076,9.88710818294572,3.1700599266924785,3.4107729785816816,4.247751851760741,3.0803372321468947,1.141211138372821,1.0,1.655958989082259,30,male,37,63.26541936796514,5.156373373294481,4.617625666580588,5.107267237884804,5.068523758218845
S0077,1.4387780492769056,3.1781068941465205,4.224760890127456,4.799478388130504,4.215044522731928,1.4856676295503457,2.613468284939588,1.990696863872912,13,male,17,80.68508412061648,4.972051070036077,7.026714449261226,5.451739999685428,6.1224978122854825
S0078,1.8911666433327303,4.131605701651995,2.5467541313333517,2.658156165483486,2.997855733993427,3.148988802903658,3.601800335766731,1.5527846857997667,16,male,32,237.92215833485255,6.8371258052269415,5.837394074708263,7.981047288613293,7.766707953317576
S0079,1.480485689965651,3.410766219929463,3.603571075637942,1.814150205850221,3.231726622490701,4.7733629927026655,3.5114322456472937,3.5639266763032524,18,male,25,19.25840094126801,3.594062819914261,1.0,4.918277992863569,4.859944166984928
S0080,1.0819700513428052,2.993546932380572,3.772540053207692,2.560412997869638,2.737969090687902,3.901043329024213,1.0,1.0,30,female,24,34.641856982375685,7.134492960885183,3.954188597915834,4.746950938819705,8.400625352022637
S0081,3.948703642748272,3.2882926340905048,3.5994788950190357,4.0043618735488895,2.9481966588727504,2.122331057564108,1.2958031816328102,3.4447547221506865,17,male,21,278.0607869836169,4.204987792866399,7.09965648814944,7.021273099004006,6.337185464756547
S0082,1.7035069864127508,3.136180058671727,3.8097690597167215,2.9424694896107173,3.708756016431367,3.117433275047241,3.091196116851165,4.689871403727199,21,male,24,31.226406653931356,10.0,5.574567106758464,5.278652707761577,5.288188297020213
S0083,6.75559028937168,1.7436764244962932,3.543839214418677,3.536018074164456,2.420211702818849,2.9171337120285856,1.4610611282167745,2.2758169891146016,13,male,11,248.56318504263257,10.0,1.0,1.7489478300198842,1.777894426760386
S0084,3.071709299326325,3.2778041701341816,2.4279091879832766,3.3961472741361045,3.521029759766439,4.299500364394046,1.1343187361138245,3.167609568413521,28,male,5,49.85005068709479,5.617164326045253,3.208884373717132,4.419334292451551,3.662096363613169
S0085,0.7962438330982093,4.361861499963688,3.566857531114004,1.4602682701471428,5.0,4.083321792600005,2.78926426954846,2.410226802676415,24,female,17,29.72437463046627,10.0,4.234394429518256,5.652052644329312,4.859078934755116
S0086,1.6397344901411353,3.1879583951366266,3.1075744284230487,3.5897768327978348,4.277690680256193,2.609269281539812,4.98555895564818,2.629972140690694,30,male,25,36.09662072068266,5.684352756323458,4.539107358847772,5.108689947665368,5.233010033221069
S0087,2.88626059514265,2.501236474557984,4.250705687211689,4.480569885911079,3.9879903377594776,3.0487313541358727,1.5831183863160652,2.0346329655590045,35,male,31,23.75866992214945,6.201142190544596,4.581604415199878,5.049400854156507,3.661541718350839
S0088,7.111495062884441,3.2532331028961954,3.616727086097684,2.3402936094619613,3.434226077725789,2.8651768353175457,3.4596547855955224,4.997796421344312,35,female,13,1330.254741393648,4.767473610963153,2.274773170641564,4.573184888014732,6.924861586143118
S0089,2.067859369761063,3.1476981082683024,5.0,3.6009782530422867,4.584576762397677,1.791106126702478,2.475593532132096,3.1578346006882323,25,male,25,70.5295027423806,10.0,5.058272640487477,6.353669847624594,6.363905257331228
S0090,2.374573779923381,4.262220649883557,3.2535633484888646,2.302895755706031,3.691096319078868,1.0,3.300573660846509,2.891579988331047,13,male,19,76.27190583529364,4.77881389510042,2.8504637537041493,4.436304647367247,5.820939147858289
S0091,1.01105398344472,3.127400415133441,3.9508509490182826,1.7262894287339428,4.844687073559998,1.786069096104229,3.256769300599468,2.399640985653398,23,male,11,113.18825045079804,7.34080599998591,3.64973486798356,7.142166815020131,6.319068795594771
S0092,7.050137545160743,3.0277267064492523,2.8171187772218285,3.830240335530839,4.951193360834117,2.537823136885153,4.464571017422435,4.7382049724506174,26,male,27,7.999123716869322,7.155475509660709,4.9867853847093455,7.278219624472586,5.998139030582322
S0093,0.6185669034485574,4.093320296132227,3.21538519244308,3.571839129387018,4.505718551813029,4.5853503641663895,1.6309790779941586,1.188782002882781,32,male,16,3121.1954150516294,6.005165728255943,3.980838918544033,3.790793601616862,7.656726560987939
S0094,3.5068299628965174,2.824880750468504,2.529277827478023,2.038332065965529,4.732420537087948,3.177262919427897,2.977519879613875,2.865738516914142,52,male,24,90.49331099488892,6.479002284949494,4.224912871117854,4.8503689609582255,7.332717421808154
S0095,2.890356484555987,2.723804216629921,3.961441120038381,1.4644638754647992,4.374246429352694,1.8907613728271693,2.932777507857153,4.085513590092584,26,female,25,413.59712347052783,6.784285583678594,1.0,7.789256984935411,8.938009806435657
S0096,3.657680299194652,3.080590132163346,3.501519083326816,1.767441882324226,4.071937887611485,2.7825771975590525,3.304056986099443,2.3276345172209925,36,male,50,99.6275768579452,5.469038729825363,3.3987498975903963,3.0605627886512163,7.137702346415125
S0097,4.567892673086156,4.012821113989501,5.0,3.163199746878253,4.153795706648573,3.592089239651834,1.0,2.8139601725977688,18,male,20,85.82081583604918,4.886417621034778,2.0255634160520097,2.817548785957433,8.411482148858074
S0098,6.165825651476162,3.209132802249072,3.0076546018517774,3.3607148491396006,4.8155683589895695,3.9395255646660736,2.241307135129864,2.9506990930025703,21,male,11,9.194944513743495,5.366676656066606,4.035971294126317,4.573467614836147,6.646419827450974
S0099,3.0187999351612507,3.4630380945489305,5.0,2.991694202468596,4.0647789297569314,1.49550103620658,2.7842441922285883,4.191950666836111,36,female,28,26.237263725384043,9.533620998771047,5.0709968234189935,6.24608693719828,6.611867138802927
S0100,0.8804546908771593,3.384355416668303,3.19083353532892,3.1851790499417527,3.031037045786241,1.7771720537176332,2.1571357825173725,2.3131524844221434,14,male,42,44.62284934289541,10.0,3.1299472939595434,8.8805630315555,7.736986004465209
S0101,8.885860126858923,3.1373989915280043,2.808657845018655,3.816623738256983,2.474037700509589,3.4541220462317472,3.343935593802595,3.202757217224568,23,male,31,37.101909828161,3.367441621303005,3.0649404877922075,5.245294141716263,8.728146362017888
S0102,1.9121652271293992,3.3518939022036305,3.063539740030456,3.613579146697471,3.1531551857329294,3.19249297370758,2.8146971140228665,4.828939995900357,29,male,22,8.02587365158431,2.47792829956654,4.114661886127787,5.982801874212087,7.02068462332616
S0103,5.559658653116895,4.116354746436489,2.3132684173986875,2.79544090348982,4.390758384917456,4.8735536679016,2.95346303608981,2.7880499262673264,13,male,19,102.85631096995772,9.239867410709032,2.1226326707447343,5.200986984165072,7.941541233211973
S0104,2.40399681352268,3.8381449475573737,3.531521586163637,2.7715839409242005,2.303757021845016,3.143279522479954,3.4829252239894384,3.794308352500361,13,male,17,11.048656646488311,7.642267151300999,3.74582987636417,6.647614666495564,7.772330784442573
S0105,4.998563317757011,2.4274932216099403,2.076474382757201,1.6899735303317898,3.4162548604597296,2.554855543816626,3.752633391493444,2.9321539186512675,16,male,3,151.4039376722087,10.0,6.676872219834215,9.879687128309092,4.663372727276943
S0106,2.8693709548534816,3.9580949822571423,4.437381355590439,4.154759825695246,3.884475384821069,2.0732131377292298,4.129428504758103,3.043305323625193,23,male,25,435.43159466823886,7.027401333810858,5.498316516168751,5.771656641040703,6.208385339678814
S0107,2.190792595076715,4.297113241589843,4.338843927905078,2.887046169716971,3.524004301330487,3.755269105501785,3.662338503973224,4.546519771612853,17,male,19,43.413293449618045,9.170834342810185,4.210748094636115,7.941254740419896,6.895121775713476
S0108,5.460122447609066,2.9880606260919853,2.822580548842162,4.65606259090738,3.742080929279255,1.0,2.8649005266256955,4.960614240148502,39,female,18,334.2555588587524,8.815521486893374,4.448531743020468,5.040980040025428,7.588285621868943
S0109,0.509167835194668,3.85880508630542,4.449736851412252,2.797071801170399,4.001387923295635,3.5410199082385287,1.0,1.8548528825188284,23,male,22,189.13152375617491,8.539336490630493,3.848212060885838,1.8850113606779375,2.5107377226839507
S0110,2.290480328170045,1.5717479213844183,3.1750377199685067,2.97178191116792,4.421272275211778,2.8457667022492608,3.068529247347806,3.06872086849604,13,male,9,31.703539952204007,5.786276239111791,1.1829393260969616,4.341882134944353,7.222544977871376
S0111,2.960172404100636,3.538824511434559,2.534275241475515,2.166020012268528,4.296761517349449,2.2928812714553586,5.0,2.1582233637478225,18,male,25,412.88536375539167,3.686686350585173,4.116342316543454,6.27438773392913,8.519370924659004
S0112,3.748498977903801,2.855950271522379,4.755661011608663,3.51972944932058,3.3035725470548662,2.2605447535565983,2.684316725190307,3.66086393004812,29,male,13,154.2389418857581,7.467418264393008,3.516546692341249,6.499201023962887,3.559310129309673
S0113,1.933108080898032,3.3840976796050217,5.0,4.243391368719071,4.103140382352501,1.9180841371497883,2.14364387582221,1.4711244251087006,13,male,41,54.54313448700548,4.481825199813153,5.006212570442685,3.617405048411687,8.220527173084433
S0114,0.7514301272288106,3.9955887515337385,3.1872379462712352,3.509765668272807,2.8289587534014675,3.027908310072328,3.29729007207703,3.125075859155088,13,female,18,290.103544304353,8.055795750014338,3.409746502822496,5.255118571299928,10.0
S0115,3.646177299561419,2.8672735992654594,2.68031157154654,4.772778070069779,4.2494189023204,2.3608623504973743,2.889923891792641,4.921235801764224,32,male,15,40.38254665075619,4.128782270813288,4.200701515127904,5.074315003495857,7.456761037879682
S0116,1.2642630779519932,3.025541147242249,4.486290109935041,3.1372043103424416,4.694797420844904,3.3313863834060715,1.605588754505594,4.040789509370907,33,male,30,88.55372979987344,6.429491205356867,1.0,6.222922475633035,5.20114352900457
S0117,4.487672739563068,3.759139584899659,3.918924085626103,2.2307868262845503,4.102881950264286,3.897311220263923,1.6504025537253455,1.800634510523898,13,female,11,136.05648988493465,6.30003968688121,5.865596315190898,5.764079241350001,6.033703600371826
S0118,3.754443242001757,3.9531979845954464,4.27007895671282,2.8329609558005897,4.421112009126917,3.689721559446832,3.556568598078925,4.737889210119447,24,female,33,178.7754463301311,3.3116688482380647,5.329933941687212,7.427326111543026,5.755826367477943
