participant_id,gaming_hours_daily,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,neuroticism_score,gaming_addiction_score,social_gaming_score,age
S0015,1.5431790589107224,3.083011970686706,3.951350319577598,3.5035182130488254,4.057119921675344,1.0469819397443254,2.2052870199097163,3.272200823646326,26
S0016,3.867464954343605,2.9928199235366284,3.9687432693824896,2.957098167612365,3.5638866956150936,1.0,1.86960785977198,4.866374578540603,23
S0017,6.311839650265876,2.740276359007104,4.947232878469921,4.881983745128976,4.751915129820572,3.261184244521869,4.154702053718483,5.0,39
S0018,2.767635858554876,3.2533109023769224,3.649786947369529,3.4707314406590646,4.440299621373688,1.0,3.357123136501907,1.9594064174165933,20
S0019,5.354650284290984,3.969951684872525,2.106195298744697,4.141142463953214,3.241811586984928,1.486371301492681,3.965959930731089,2.6829125503355664,13
S0020,1.2880513742542214,2.4472154683218124,2.802961196627776,3.4876662647945107,4.5026028272889125,3.154321598864495,1.9889516101880849,2.463537921577448,13
S0021,1.3055801071948654,3.454124219419777,3.0049263377770403,4.881052216699439,4.514383743519623,4.394009915647413,2.8258434784896127,1.0,26
S0022,3.504017876219562,3.694122738094949,2.3247553206675464,3.2124361139431907,2.370257973705701,3.1393305493347525,3.966250329361749,4.032882179492115,25
S0023,2.5881843556919857,3.1231004093354944,3.90374459545528,3.5535075884163296,4.418633479044795,3.532412789593834,2.086280773135594,2.344472142626314,17
S0024,1.1184576070454173,3.0229339597350706,3.469421116223654,5.0,4.018207909827281,2.9111004846758823,2.994486993540302,2.399332728890082,19
S0025,2.142371277390594,4.319737668864988,3.7353464664259137,3.651001908140184,4.7165686207171005,2.323057611187622,2.516308746305568,3.926543076668583,37
S0026,6.967339591139526,3.757711113105322,4.168751833796247,4.023552306748607,3.950379136227296,4.14503590540525,2.55710429733279,1.823671927859191,41
S0027,1.8329705043182696,2.7820444434533886,3.0066491700116056,3.255432742558805,2.5283237342291933,1.9427140679576649,3.545323113884172,2.899346719027764,33
S0028,3.057589768673297,3.583306700856947,3.57905953068296,2.049602225599408,4.624256495678734,1.7122765734193672,4.265358697928883,1.7070441643156402,22
S0029,2.2846441784676865,3.78810303155639,3.423838367002288,1.0909098678259144,4.470987026747015,4.136381618917883,3.889793380651679,3.871180596478464,24
S0030,3.43905727706736,3.347158399368898,3.0351533307080767,4.81163045082566,3.5367728664902427,3.467039495912002,4.0969401839501405,4.19755457404916,24
S0031,3.836281938485505,4.137228536869177,2.677226678184941,3.288974485298185,3.6036392739929295,1.966075615570047,1.8250157183291893,2.441131222169418,22
S0032,4.544109902826611,3.86451775492433,4.146123535457287,4.487358020245604,4.281205517023844,3.8167104389620894,1.0248402233818514,3.3868873314793198,33
S0033,4.324458407240418,3.780028366389002,3.135261366365683,2.7076385544327057,2.9005402747772666,1.0,1.7164695011008613,1.5455659468744445,15
S0034,5.3529920827690045,2.8672901429830997,3.1893398759454565,4.562684045603785,3.856885270114539,3.574864372426374,3.023818884955072,3.035031942911526,20
S0035,4.048483858228964,4.759663336955969,2.9792408169299365,2.1894190676022585,5.0,1.723077255427902,2.175659994414978,3.0836778425784805,27
S0036,3.445083072382068,3.157552846745836,5.0,2.5232628445754943,4.437569832436733,4.056676989073695,2.4125343787615567,2.60689826142605,18
S0037,2.0961901342437512,3.0248508378528034,2.442611450974642,3.448912151740384,2.9244236316619845,2.719952610812747,3.536678334190489,2.998547558764576,31
S0038,0.3493845256264385,4.404458506366256,3.8091269103711936,3.708906281111038,3.669050719580884,3.551304554332666,2.5676384899896525,4.307810907410076,13
S0039,2.278206819292813,3.5062927335066405,2.5254768784265047,3.801436957171717,3.890011041921732,2.5762073993485606,2.250314780820305,1.7243677988212018,42
S0040,1.7215422933504414,2.3400152929005884,3.2455852578114497,3.421774966238239,3.5581842241050943,1.0,3.792431214060064,1.0,22
S0041,1.8363115031570263,4.065414690903266,2.622868248769165,2.9224015100844167,2.7677583435004847,3.340076445504841,2.5923340244409827,2.158616689460042,14
S0042,0.8903195160134018,2.7672420260553303,4.357119519024309,3.697958888269152,3.699795300541366,5.0,2.4145080183817704,2.989115199329698,14
S0043,5.081293121077986,2.8061617090646758,1.7303409092279496,2.1497285141196776,3.959730648583135,5.0,3.562157767357302,3.664795984128534,26
S0044,0.8148369874730097,3.550182518557901,3.232583845658288,3.1718164807964,2.6362968136416405,1.1452661586592956,1.3361865049007569,1.543711031504167,38
S0045,4.026742309247129,3.55625901715607,4.46172002082255,3.1300238094028754,3.947472993817744,2.8952740161179924,2.2506944307442573,2.84131687209369,22
S0046,2.547891906648712,3.875081130909752,4.27507108172893,4.711755308682759,3.7568908123560014,2.8625575071865623,2.579176695200061,4.584089897876187,13
S0047,4.065249106490709,2.9363198051090604,2.6882218978329973,3.144277614150425,2.9982488462709185,4.275906974792098,3.7370665679068606,4.212659945950949,30
S0048,5.524564116076609,3.1453086894179783,3.1649184518589712,2.2467315919226376,3.845301375094909,2.3695347658262667,2.5037064593228764,3.755013516597362,30
S0049,12.256244115462428,3.5796212983914866,2.866612613023869,3.50322787300604,3.5383962599854017,2.6582741191326,1.0,1.7460773300347807,16
S0050,7.847850207919536,4.049527613115311,1.7188842921014624,4.552948796117803,3.9935673391289,1.581116656807655,1.0,3.9999832859735194,26
S0051,6.302954682310044,3.401776722297251,3.3580668120784143,2.5314340727375755,3.4638096101435774,2.22432954137716,3.7308374009625247,3.116281973776194,15
S0052,8.262575104268926,4.480945556860294,3.10336150063506,3.414383721069925,3.3257479568190704,3.3702048899685826,3.1844995987215494,3.0398564786067443,19
S0053,3.108611934689113,3.101855382849997,1.490066894468104,2.193217155665841,3.79622384796092,3.2908323987802306,1.5645512222281268,2.821621282628147,33
S0054,3.2002555442756475,4.022575113688633,3.328756862414564,1.9628200630409127,4.0963269675583085,2.6357169796529702,1.0271123053697278,2.471249001515831,21
S0055,2.1464605528116483,3.705109607092648,1.999516256699017,2.3659589573375484,2.4851724159767152,2.8433714521378923,3.311304425746348,3.1348088786495727,16
S0056,3.707893460356401,3.724257356736928,1.934135157119987,4.57867475496823,3.706031339641872,3.683876659743824,4.591949418545033,4.99069843009345,28
S0057,6.547516907996857,4.09459942968147,3.114859795475219,2.365093689943936,4.591139505184492,2.7017627887815854,2.1897785615110306,2.279512042568453,31
S0058,2.963821454671105,4.4382926603283135,4.373922728803773,1.477792595164779,4.059566083006282,3.984071485168805,1.2869013706078138,3.528596101168757,34
S0059,3.002468192128997,4.010118858781669,3.3581380388384003,2.1193474391787603,3.315008525044901,3.0754237769617534,1.3266663072585971,1.9347575886436708,21
S0060,1.9213514843102453,3.027144692637289,2.8124153823541627,1.9134908122901808,3.2666631141385505,3.795681765035314,4.911660832962287,4.1264363174229,21
S0061,9.17312814215929,2.801688733645729,2.774384162719197,3.3988700262842606,3.5852470723419128,2.1797207625341235,2.425733561082071,4.94460936972,39
S0062,3.043563676292461,2.0933209706937017,4.402489939238938,4.928172430709228,4.229357132999795,1.3724404027692534,2.230443533652952,2.068997725386281,26
S0063,4.450364794063653,3.5709021186598373,1.699990619830178,2.6218578459730497,4.253806829960838,2.043533440964298,2.077527178165799,1.5395615979607449,30
S0064,2.614482614091321,2.595469798930755,1.849912716704997,2.1478654051694037,3.842439451167453,4.755280864598372,2.287178411274726,2.8812965024267525,31
S0065,4.154721034883011,2.7938384883165805,1.3660792749928234,3.342800263114324,3.424921802878593,4.122083174213506,2.465649335862,1.900770167022733,31
S0066,0.8408299940603701,4.681536958051406,2.8577935244160697,3.4248710348982634,3.775038354995303,2.100331738201194,2.911503301800689,1.7704446274833816,13
S0067,3.297113449604908,3.072122123785391,4.055385389529673,4.589680387016978,3.5368357889618647,2.803886735117824,1.0848038734120269,2.481631952467579,18
S0068,1.950419062565881,2.3356222499323795,1.0,2.8922822566191897,2.7227225033746087,1.8697005883598148,1.457357098034803,2.5135002444992445,34
S0069,7.506172280942182,3.8683392452580527,1.836837242248072,4.963702972110593,2.891223094918725,4.747187040998657,3.9647162516813834,3.631926373917,18
S0070,5.171105000175113,3.7183519260178657,1.7487835752806185,3.1192505689239254,3.5761292688288178,2.440441175994472,1.0,2.844415487339951,27
S0071,2.4691666917894155,3.3342701199301485,2.368087783527582,2.2405055336110777,4.266575149054096,2.4351421701216327,1.027104780549508,2.6903876627831105,24
S0072,1.8098493340706412,2.844774061049423,3.027906019674565,2.212145660035685,2.9441319901270475,1.2349545820559809,1.8343597553719768,3.4015288076656605,22
S0073,1.5522150463830489,3.1292924349469486,3.4237682191856287,2.062006070748878,4.394012807466597,4.3494837334872525,1.0,2.1107009749447383,18
S0074,4.451229588952785,3.0770003544740185,3.1753418439674075,3.380353878138976,2.7272381348433,5.0,3.9203986429189,2.7232072973791084,27
S0075,1.8497401153810344,3.414516852949906,2.142434156691183,1.4481376367069057,4.6543814671909125,2.222875347475542,2.3419341633599373,3.950324262292417,20
S0076,9.88710818294572,3.1700599266924785,3.4107729785816816,4.247751851760741,3.0803372321468947,1.141211138372821,1.0,1.655958989082259,30
S0077,1.4387780492769056,3.1781068941465205,4.224760890127456,4.799478388130504,4.215044522731928,1.4856676295503457,2.613468284939588,1.990696863872912,13
S0078,1.8911666433327303,4.131605701651995,2.5467541313333517,2.658156165483486,2.997855733993427,3.148988802903658,3.601800335766731,1.5527846857997667,16
S0079,1.480485689965651,3.410766219929463,3.603571075637942,1.814150205850221,3.231726622490701,4.7733629927026655,3.5114322456472937,3.5639266763032524,18
S0080,1.0819700513428052,2.993546932380572,3.772540053207692,2.560412997869638,2.737969090687902,3.901043329024213,1.0,1.0,30
S0081,3.948703642748272,3.2882926340905048,3.5994788950190357,4.0043618735488895,2.9481966588727504,2.122331057564108,1.2958031816328102,3.4447547221506865,17
S0082,1.7035069864127508,3.136180058671727,3.8097690597167215,2.9424694896107173,3.708756016431367,3.117433275047241,3.091196116851165,4.689871403727199,21
S0083,6.75559028937168,1.7436764244962932,3.543839214418677,3.536018074164456,2.420211702818849,2.9171337120285856,1.4610611282167745,2.2758169891146016,13
S0084,3.071709299326325,3.2778041701341816,2.4279091879832766,3.3961472741361045,3.521029759766439,4.299500364394046,1.1343187361138245,3.167609568413521,28
S0085,0.7962438330982093,4.361861499963688,3.566857531114004,1.4602682701471428,5.0,4.083321792600005,2.78926426954846,2.410226802676415,24
S0086,1.6397344901411353,3.1879583951366266,3.1075744284230487,3.5897768327978348,4.277690680256193,2.609269281539812,4.98555895564818,2.629972140690694,30
S0087,2.88626059514265,2.501236474557984,4.250705687211689,4.480569885911079,3.9879903377594776,3.0487313541358727,1.5831183863160652,2.0346329655590045,35
S0088,7.111495062884441,3.2532331028961954,3.616727086097684,2.3402936094619613,3.434226077725789,2.8651768353175457,3.4596547855955224,4.997796421344312,35
S0089,2.067859369761063,3.1476981082683024,5.0,3.6009782530422867,4.584576762397677,1.791106126702478,2.475593532132096,3.1578346006882323,25
S0090,2.374573779923381,4.262220649883557,3.2535633484888646,2.302895755706031,3.691096319078868,1.0,3.300573660846509,2.891579988331047,13
S0091,1.01105398344472,3.127400415133441,3.9508509490182826,1.7262894287339428,4.844687073559998,1.786069096104229,3.256769300599468,2.399640985653398,23
S0092,7.050137545160743,3.0277267064492523,2.8171187772218285,3.830240335530839,4.951193360834117,2.537823136885153,4.464571017422435,4.7382049724506174,26
S0093,0.6185669034485574,4.093320296132227,3.21538519244308,3.571839129387018,4.505718551813029,4.5853503641663895,1.6309790779941586,1.188782002882781,32
S0094,3.5068299628965174,2.824880750468504,2.529277827478023,2.038332065965529,4.732420537087948,3.177262919427897,2.977519879613875,2.865738516914142,52
S0095,2.890356484555987,2.723804216629921,3.961441120038381,1.4644638754647992,4.374246429352694,1.8907613728271693,2.932777507857153,4.085513590092584,26
S0096,3.657680299194652,3.080590132163346,3.501519083326816,1.767441882324226,4.071937887611485,2.7825771975590525,3.304056986099443,2.3276345172209925,36
S0097,4.567892673086156,4.012821113989501,5.0,3.163199746878253,4.153795706648573,3.592089239651834,1.0,2.8139601725977688,18
S0098,6.165825651476162,3.209132802249072,3.0076546018517774,3.3607148491396006,4.8155683589895695,3.9395255646660736,2.241307135129864,2.9506990930025703,21
S0099,3.0187999351612507,3.4630380945489305,5.0,2.991694202468596,4.0647789297569314,1.49550103620658,2.7842441922285883,4.191950666836111,36
S0100,0.8804546908771593,3.384355416668303,3.19083353532892,3.1851790499417527,3.031037045786241,1.7771720537176332,2.1571357825173725,2.3131524844221434,14
S0101,8.885860126858923,3.1373989915280043,2.808657845018655,3.816623738256983,2.474037700509589,3.4541220462317472,3.343935593802595,3.202757217224568,23
S0102,1.9121652271293992,3.3518939022036305,3.063539740030456,3.613579146697471,3.1531551857329294,3.19249297370758,2.8146971140228665,4.828939995900357,29
S0103,5.559658653116895,4.116354746436489,2.3132684173986875,2.79544090348982,4.390758384917456,4.8735536679016,2.95346303608981,2.7880499262673264,13
S0104,2.40399681352268,3.8381449475573737,3.531521586163637,2.7715839409242005,2.303757021845016,3.143279522479954,3.4829252239894384,3.794308352500361,13
S0105,4.998563317757011,2.4274932216099403,2.076474382757201,1.6899735303317898,3.4162548604597296,2.554855543816626,3.752633391493444,2.9321539186512675,16
S0106,2.8693709548534816,3.9580949822571423,4.437381355590439,4.154759825695246,3.884475384821069,2.0732131377292298,4.129428504758103,3.043305323625193,23
S0107,2.190792595076715,4.297113241589843,4.338843927905078,2.887046169716971,3.524004301330487,3.755269105501785,3.662338503973224,4.546519771612853,17
S0108,5.460122447609066,2.9880606260919853,2.822580548842162,4.65606259090738,3.742080929279255,1.0,2.8649005266256955,4.960614240148502,39
S0109,0.509167835194668,3.85880508630542,4.449736851412252,2.797071801170399,4.001387923295635,3.5410199082385287,1.0,1.8548528825188284,23
S0110,2.290480328170045,1.5717479213844183,3.1750377199685067,2.97178191116792,4.421272275211778,2.8457667022492608,3.068529247347806,3.06872086849604,13
S0111,2.960172404100636,3.538824511434559,2.534275241475515,2.166020012268528,4.296761517349449,2.2928812714553586,5.0,2.1582233637478225,18
S0112,3.748498977903801,2.855950271522379,4.755661011608663,3.51972944932058,3.3035725470548662,2.2605447535565983,2.684316725190307,3.66086393004812,29
S0113,1.933108080898032,3.3840976796050217,5.0,4.243391368719071,4.103140382352501,1.9180841371497883,2.14364387582221,1.4711244251087006,13
S0114,0.7514301272288106,3.9955887515337385,3.1872379462712352,3.509765668272807,2.8289587534014675,3.027908310072328,3.29729007207703,3.125075859155088,13
S0115,3.646177299561419,2.8672735992654594,2.68031157154654,4.772778070069779,4.2494189023204,2.3608623504973743,2.889923891792641,4.921235801764224,32
S0116,1.2642630779519932,3.025541147242249,4.486290109935041,3.1372043103424416,4.694797420844904,3.3313863834060715,1.605588754505594,4.040789509370907,33
S0117,4.487672739563068,3.759139584899659,3.918924085626103,2.2307868262845503,4.102881950264286,3.897311220263923,1.6504025537253455,1.800634510523898,13
S0118,3.754443242001757,3.9531979845954464,4.27007895671282,2.8329609558005897,4.421112009126917,3.689721559446832,3.556568598078925,4.737889210119447,24
S0119,2.843103446573005,4.358028386274973,2.653121354544092,4.26971802234889,4.190485819703852,2.197509485716889,2.990133372317616,1.0,32
S0120,8.4488912349578,5.0,4.171798086603691,3.1147066164268638,3.2719811158689085,2.449745419835225,2.5610660633785867,4.707039358105302,15
S0121,6.617319147681477,2.015694818661684,3.626960502102664,3.6748476708406894,4.474228317303752,3.0297977103509828,3.5814683918954664,2.203745191489162,22
S0122,1.4059362858371052,4.752521954267765,3.868841250029977,2.806674791420827,4.8373752415390365,3.367885990318798,5.0,3.9450847837080874,30
S0123,0.8221858473132521,4.489050078931376,2.348284091234425,3.1519800532978524,2.9305796465009526,2.612105899266664,4.831023584519098,3.476076902695368,21
S0124,7.638466158051276,3.531309120748376,2.8068612057568627,3.426601603980981,2.744131290044068,2.362926354930866,3.2724140474362247,4.0851135873688005,26
S0125,14.420338579095215,2.926262427688279,4.34492201934812,2.8164788186684118,4.270894276758239,3.081598317333133,2.9131818298811014,3.739841551294023,23
S0126,1.7364661259259777,4.291846425216003,4.148044210489729,2.5081162223978715,3.785855128332615,1.489934421884887,1.9221145403605469,5.0,16
S0127,3.562564507604386,4.403365955772186,3.816515704877855,3.4635691171518683,3.56359504136003,3.4349985188442864,2.9965483763052143,3.006027125887767,23
S0128,1.4813635935544565,3.287796148781284,4.06287022769014,4.202042982715906,4.700831175918731,1.0,4.926145011746383,2.200825196284154,38
S0129,1.817822573541384,5.0,2.412386743348221,1.4567657034673391,3.992522860981273,5.0,3.3194790601889905,2.116296499976926,23
S0130,15.0,2.714447928572508,3.52495527556376,1.812429822853688,4.312773049362749,2.518216181103524,2.0385793060764184,3.624591078150597,14
S0131,3.935961739630157,2.526616061382785,2.291942228376014,2.1863076453563197,3.937484417340204,3.726470430062122,2.134145570784384,3.069674836187895,24
S0132,3.08908249968942,1.987846758650249,1.1008903034450128,3.108431851165834,4.584715494395948,2.737223153249514,5.0,2.8081299548995933,28
S0133,3.238976881344397,3.0714146255721357,4.0458146727579845,4.259564205887751,5.0,1.854759966246324,2.0728970931699684,1.6507847590340092,17
S0134,1.2224108175621085,3.6051146299880585,3.409184164416348,1.2637977932346454,4.607720430182958,3.605444596734357,1.6084504029860356,3.1899974818380747,13
S0135,3.8166997492289614,5.0,2.6652910544308352,1.4486446345895403,2.9221218879079847,3.8621428352752702,4.849752911835445,4.296217564269869,37
S0136,10.82944527563734,3.300806866327032,3.8056690076111495,2.4987194016444647,3.902668753989083,2.135184932901635,2.4594743766479312,2.755839870495846,24
S0137,8.28577492445474,3.266388516464356,3.976371243004132,4.832175182595034,5.0,2.218471817879008,2.3121717145615044,3.048962208410881,13
S0138,2.075733767867293,2.802511136869069,3.4184563118188813,4.294405110319078,3.6381474044277247,3.3532518065835832,1.7553654279215225,3.0268044656380395,20
S0139,1.5881186275312675,2.680139002627682,4.250950987960849,3.144959902968212,3.655981869447251,3.3599120710614008,1.9195288017527756,5.0,39
S0140,4.739072506682335,4.017298070242221,5.0,1.58856406361947,3.498077484647504,3.112897046256444,2.0768474368077583,3.766338985369104,45
S0141,3.038742237765732,2.993511292277625,3.5145760639000567,4.541781182634198,4.947943935603795,3.86375047121085,1.0,3.466456517091488,33
S0142,2.7298563913015874,3.453474430464169,1.6519136958469354,2.3670386849214986,4.038460640233415,1.4524024410772107,2.3784615809052903,3.087951400588467,26
S0143,1.743059332441401,3.6771783997965706,2.2991406327718904,4.880214765649672,4.130141698734636,2.2590533494371527,3.7768167271985815,1.5994104571716148,13
S0144,5.247652349061358,3.899578665651031,1.8245503914693344,2.2395969922118537,3.824714370868053,3.8936829028903617,2.372287720392736,4.003821849127139,43
S0145,3.0858222156667727,3.629402294954112,1.0,3.938136267105625,4.76692724434611,1.3720631332763022,2.381490707354409,2.8529668423925383,17
S0146,2.880464623873462,3.179068653442351,4.159483621729977,2.615660195460176,3.26678226086258,1.36598210573052,1.77818272230915,3.83744245286419,18
S0147,3.019953995936208,4.264983597779873,4.298480863688855,1.6373365768943016,3.943672757506649,2.111340451182492,4.731239223161838,2.7730120754648198,15
S0148,3.93279288611677,3.943903526445688,4.0470236729368185,2.6744158332591006,4.164819082182905,2.906068989366818,2.5016407555307407,3.9498113868613327,26
S0149,1.4641816416407494,4.886252706036834,3.9674228812791736,4.003557438031961,4.294661176807834,3.856292975033712,3.3760317144930463,1.897807732933632,13
S0150,1.4106752137095055,2.3082262086161345,2.6174372937303585,1.0,3.641921588966399,4.763324986952356,1.0,2.6757522027579355,34
S0151,0.4955495842978655,1.8561823435210103,1.461003666795102,2.2197328708735493,5.0,2.1216338496537115,2.658235975912172,3.610167802215358,26
S0152,3.718122364704618,3.692030669500944,2.498050699379439,3.6771345567795297,3.3217874632740263,2.308489639823477,1.752867282316471,1.2747737213517123,35
S0153,11.299226446067998,2.8320000122890976,2.051247753428129,3.9457722733036578,2.019680815280416,2.1030125640081776,1.504505845087807,3.97068906542828,31
S0154,6.118851124192407,2.555212342990626,3.1159719849565874,2.656299088945129,4.504405135312993,3.850706798380128,2.5463962665837543,3.036422686194299,25
S0155,2.913578356486338,2.529816319085936,3.1010354769061963,3.916164005388156,4.534599009300876,2.4283138104951,4.8567406845525465,2.762764955683685,13
S0156,1.3360222560524062,2.5558615813364027,3.332422230721225,4.6906529899563365,4.488618824641685,2.568298595758092,2.1761689361064644,3.8028835379765216,30
S0157,2.2774292812131773,3.498388478395896,4.416127853677711,4.2166032168472825,5.0,2.4242756597291297,2.223594308758292,3.021614056019885,23
S0158,1.8793289112979268,4.23823863009146,2.593205285356036,3.4641128073129077,2.619354508158056,2.9534335199583204,1.972305564394514,4.590404809424569,33
S0159,3.7578609212030094,4.427098321416906,3.160045189925893,1.0,4.502414304690843,4.27089714850327,3.0797415502730976,2.318175957886181,23
S0160,2.4426747204746504,2.7651576213079148,3.1394387623570257,3.8259762876477312,4.830792907781165,3.626016211268383,2.6278973501497567,2.679730603305201,28
S0161,3.995461412002052,3.75988800133548,2.9879922349425647,3.4370350521815296,5.0,2.8408376607315136,1.4451372016375617,4.687805958512341,23
S0162,2.200419029071922,3.4225620863369746,4.539281813204645,3.430489955942253,3.0934590017624486,2.1172104517031043,4.23418992672769,3.080551600223372,19
S0163,1.1347201967163978,2.5223342205132644,3.247113656351292,4.043932721968859,3.163452827507903,1.874725440070332,2.836147875187323,2.836816369187673,16
S0164,9.707782775228754,3.235943666640852,2.916029045103328,2.831023335807607,3.833548910645394,1.4606607314998856,1.6816612179607744,2.64249020751157,30
S0165,1.1428913191601968,4.580352571019214,2.1984927631472595,4.001696480869222,4.849606576348887,2.384133648030706,1.1014842446776187,2.774284644665772,16
S0166,1.2290846132799056,3.285072025800433,2.579524898660992,3.260676260073177,4.155414133951186,3.075642008591355,1.7985434115903471,1.938471275778368,40
S0167,1.7450054465013067,3.270837515010083,2.0861575558699954,2.979107716197912,3.0125513854297647,3.0868927496635163,3.282509748326293,2.331009305304033,37
S0168,1.9832071861216585,5.0,3.48282234443248,2.0437415298234365,4.013076119183127,2.7292474651134357,1.0,1.0,28
S0169,5.097823054292253,4.6856909307891605,1.2467240358644711,1.689489633514776,4.516781365120279,5.0,2.733605123356442,1.9074045188593003,13
S0170,3.8674228529572185,4.638521523621215,1.6794157172391933,3.137543882581284,4.055695212892899,3.301638055616735,3.243630457946705,4.647268860664895,32
S0171,2.1271516871072924,3.580915378029675,2.5944703703038043,2.865520411965846,3.7778625162212944,2.2035016657025195,1.3311625976122168,3.1514579902615827,16
S0172,4.192091868623577,4.162713109462563,3.818867267234295,2.8733801492849627,4.33322821033207,2.33939196147644,4.100395898401601,2.6540574219698625,19
S0173,14.054050366465711,4.041270448585391,4.25265114432532,3.273068086164297,4.5849358190322524,4.03246519527507,2.569838717923248,4.024408047468453,18
S0174,3.8832273823766266,4.0923459123263415,3.8256404096459296,4.089895975790355,3.6614463966527295,2.332807426945736,1.0,3.716680723939384,28
S0175,3.4913848123934184,4.271931571778898,3.4635977791734955,4.024131342751013,2.76303732889704,2.3234059815967543,2.507325581459354,3.0824124626949487,26
S0176,4.925557047685648,3.5832302745624856,3.61646081884024,2.332161303053076,4.450848217484513,3.835699940784021,2.903788091078527,3.7473274392259386,37
S0177,1.595631923841427,2.196273172111953,3.602286058302003,2.718198391459737,4.409350511890689,3.3600396577151,3.2293655172958387,3.715913673199021,20
S0178,15.0,4.553843084594724,3.8212107515363782,3.2174118670868466,4.169097120076295,1.258718876979354,3.5725973420954915,1.979367795725776,32
S0179,8.686460441020534,4.892206284274515,4.567635994311068,3.2355688887595195,2.9747873684338213,3.885685422794726,1.7806738237565465,3.443454312109295,45
S0180,2.013819664506981,3.76099102649114,5.0,2.809641759223464,3.761984049842355,1.966586981333212,1.0,3.606117303718922,24
S0181,4.443567392191838,5.0,4.209919162798751,2.625219383016386,2.9583314907443645,3.313185276799268,1.8198596955128263,3.870622552840599,26
S0182,0.6913286243101384,4.139443722905631,3.261752653110777,3.5998039812300453,4.1791661820592925,2.932820211297999,2.6343917228166176,4.520205323110531,16
S0183,3.775045699561392,3.0716805346698903,2.894556174924673,4.65810634625311,5.0,4.448475976699472,2.492243513418582,3.2143284503464664,28
S0184,3.008577566314928,2.6360782072267503,2.8484106913183385,3.916942625391673,3.683658496591607,5.0,3.84830113271447,2.362061817872936,13
S0185,3.927235576476369,4.077982744968806,1.9250634390554693,2.355978579003548,3.356066303987454,2.5172198870472444,3.284730600614738,5.0,36
S0186,1.9034351605826327,3.3696955947965765,1.8209216584625092,3.203170279932745,3.5819697226316194,5.0,3.2255696288304376,2.530906419215219,28
S0187,6.4259798356866575,4.171726441012809,2.244505183141554,3.013793385820464,3.1580011414717912,2.6966065872719125,3.633747063996486,3.043333378911124,32
S0188,1.5516029195406225,4.192164818969975,1.342167231343957,3.363264115696625,3.322049570852416,1.0,2.3931015841776504,3.3297319454135392,28
S0189,6.939349163185618,3.858014667184731,3.5942966491789687,1.887289379901692,4.01940828914096,3.4006482814578227,2.4655390120097525,3.0335851003865413,30
S0190,2.2461460602033023,4.091552383732395,4.807064246383182,3.0375570777433354,4.766785299968531,3.2548233842294687,1.0,2.8272681622158813,18
S0191,0.8191462554450755,4.572611015205201,5.0,3.613249732168525,4.141955527431319,2.9047350077972958,2.732435551615254,3.919212229332053,13
S0192,2.1165646893137944,3.054581611354029,4.746165007585921,4.485402710188169,4.65766010687879,4.127540256354912,2.7740234572598177,2.9353971536137005,31
S0193,10.485617716155076,3.1401618998353857,2.874061610195878,3.291161137928331,4.717594661360313,2.7022907296361653,1.4555796586136034,2.607820377673514,50
S0194,0.9549191794218668,2.8517336113887253,3.754188547024468,2.908714420208452,4.903918729158217,3.094935600443919,1.4813062167565925,1.644124916221566,37
